author_first,city_code1,ym1,city_unitn1,city_units1,class_num1,mag_classn1,class_num_num1,mag_classn_num1,coauthor1,city_code2,ym2,city_unitn2,city_units2,class_num2,mag_classn2,class_num_num2,mag_classn_num2,coauthor2
张杰,1100.0,2015-10-01;2016-05-01;2017-03-01;2016-01-01;2014-10-01;2013-10-01;2011-03-01;2011-08-01;2010-08-01;2006-06-01;2004-06-01;2003-01-01;2017-08-01;2017-02-01;2015-12-01;2013-12-01;2013-04-01;2011-04-01;2011-12-01;2010-10-01;2017-02-01;2016-04-01;2015-04-01;2011-01-01;2010-07-01;2017-10-01;,1.0,中国人民大学;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;B;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 陈志远; 杨连星; 新夫; 杨连星; 新夫; 郑文平; 郑文平; 翟福昕; 陈志远; 刘元春; 周晓艳; 李勇; 张培丽; 黄泰岩; 郑文平; 翟福昕; 郑文平; 陈志远; 李克; 刘志彪; 李勇; 刘志彪; 郑文平; 新夫;,3201.0,2007-06-01;,1.0,南京大学;,F;,经济与管理;,1,1, 张少军; 刘志彪;
张杰,1100.0,2015-10-01;2016-05-01;2017-03-01;2016-01-01;2014-10-01;2013-10-01;2011-03-01;2011-08-01;2010-08-01;2006-06-01;2004-06-01;2003-01-01;2017-08-01;2017-02-01;2015-12-01;2013-12-01;2013-04-01;2011-04-01;2011-12-01;2010-10-01;2017-02-01;2016-04-01;2015-04-01;2011-01-01;2010-07-01;2017-10-01;,1.0,中国人民大学;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;B;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 陈志远; 杨连星; 新夫; 杨连星; 新夫; 郑文平; 郑文平; 翟福昕; 陈志远; 刘元春; 周晓艳; 李勇; 张培丽; 黄泰岩; 郑文平; 翟福昕; 郑文平; 陈志远; 李克; 刘志彪; 李勇; 刘志彪; 郑文平; 新夫;,6101.0,2001-03-01;,1.0,西安交通大学;,F;,经济与管理;,1,1,
张杰,3201.0,2007-06-01;,1.0,南京大学;,F;,经济与管理;,1,1, 张少军; 刘志彪;,6101.0,2001-03-01;,1.0,西安交通大学;,F;,经济与管理;,1,1,
张波,3100.0,2011-11-01;,1.0,上海财经大学;,D;F;,经济与管理;,2,1,,1200.0,2002-02-01;,1.0,南开大学;,F;,经济与管理;,1,1,
张波,3100.0,2011-11-01;,1.0,上海财经大学;,D;F;,经济与管理;,2,1,,4403.0,2008-05-01;,1.0,招商银行;,F;,经济与管理;,1,1,
张波,1200.0,2002-02-01;,1.0,南开大学;,F;,经济与管理;,1,1,,4403.0,2008-05-01;,1.0,招商银行;,F;,经济与管理;,1,1,
张海洋,1100.0,2016-10-01;,1.0,对外经济贸易大学;,F;F;,经济与管理;,1,1,,3301.0,2017-09-01;2011-01-01;2010-04-01;,2.0,浙江理工大学;浙江大学;;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 金则杨; 史晋川;
张琦,4201.0,2015-06-01;2016-05-01;,1.0,中南财经政法大学;,F;F;F;,经济与管理;经济与管理;,1,1, 吕敏康; 步丹璐; 郁智;,1200.0,2003-12-01;,1.0,南开大学;,F;,经济与管理;,1,1,
张红,4401.0,2017-12-01;,1.0,暨南大学;,F;,经济与管理;,1,1, 周黎安; 梁建章;,1100.0,2016-04-01;2016-04-01;,1.0,北京大学;,F;F;,经济与管理;经济与管理;,1,1, 周黎安; 梁建章; 周黎安; 徐晋涛; 赵锦勇;
张羽,1100.0,2010-08-01;,1.0,中国人民银行;,F;,经济与管理;,1,1, 李黎;,2102.0,2005-05-01;,1.0,东北财经大学;,F;,经济与管理;,1,1, 李黎;
张超,1200.0,2007-12-01;,1.0,南开大学;,F;,经济与管理;,1,1,,3100.0,2005-10-01;,1.0,上海交通大学;,F;,经济与管理;,1,1, 顾锋;
张辉,1100.0,2014-11-01;,1.0,北京大学;,F;,经济与管理;,1,1,,1200.0,2016-12-01;,1.0,南开大学;,F;F;,经济与管理;,1,1, 刘鹏; 于涛; 安虎森; 戚安邦;
彭恒文,1100.0,2009-12-01;,1.0,中国人民银行;,F;,经济与管理;,1,1, 石磊;,3100.0,2008-04-01;,1.0,复旦大学;,C;,经济与管理;,1,1, 石磊;
彭江波,1100.0,2002-12-01;,1.0,中国人民银行;,F;,经济与管理;,1,1,,5101.0,2010-09-01;,1.0,西南财经大学;,X;,经济与管理;,1,1, 郭琪;
徐枫,4401.0,2004-09-01;,1.0,华南理工大学;,F;,经济与管理;,1,1,,1100.0,2016-04-01;2014-12-01;,1.0,中国社会科学院;,F;F;F;,经济与管理;经济与管理;,1,1,
徐琰超,1100.0,2010-04-01;,1.0,北京师范大学;,F;F;F;,经济与管理;,1,1, 沈拓彬; 尹恒;,5301.0,2016-08-01;2014-04-01;,1.0,云南大学;,F;F;F;,经济与管理;经济与管理;,1,1, 柳荻; 杨龙见; 杨龙见;
戈建国,1100.0,2011-10-01;,1.0,中国人民银行;,F;F;,经济与管理;,1,1, 周继忠;,3100.0,2007-11-01;,1.0,上海财经大学;,F;,经济与管理;,1,1,
戴翔,3403.0,2014-07-01;2013-07-01;2013-04-01;2011-06-01;,1.0,安徽财经大学;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 金碚; 张雨;,3201.0,2016-09-01;2016-12-01;2016-09-01;,1.0,南京审计大学;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 郑岚; 张为付; 刘梦; 任志成;
方红生,3100.0,2002-08-01;,1.0,上海财经大学;,F;,经济与管理;,1,1,,3301.0,2013-03-01;,1.0,浙江大学;,F;,经济与管理;,1,1, 张军;
易先忠,3201.0,2017-07-01;,1.0,南京审计大学;,F;F;,经济与管理;,1,1, 包群; 高凌云; 张亚斌;,4301.0,2014-06-01;,1.0,湖南商学院;,F;,经济与管理;,1,1, 欧阳峣; 傅晓岚;
曲振涛,2301.0,2005-09-01;,1.0,哈尔滨商业大学;,F;,经济与管理;,1,1,,1100.0,2002-07-01;,1.0,北京大学;,F;,经济与管理;,1,1, 刘文革;
曹春方,5101.0,2015-09-01;2014-07-01;,1.0,西南财经大学;,F;F;D;F;F;,经济与管理;经济与管理;,2,1, 周大伟; 吴澄澄; 张婷婷; 马连福; 沈小秀;,4401.0,2017-12-01;,1.0,中山大学;,F;,经济与管理;,1,1, 张婷婷; 范子英;
曹艳华,3702.0,2009-01-01;,1.0,青岛大学;,F;F;,经济与管理;,1,1, 牛筱颖;,6101.0,2009-05-01;2007-02-01;,1.0,西安交通大学;,F;F;F;,经济与管理;经济与管理;,1,1, 张芳洁;
曹阳,5101.0,2015-12-01;,1.0,西南交通大学;,F;,经济与管理;,1,1,,3100.0,2005-10-01;,1.0,华东师范大学;,F;,经济与管理;,1,1, 王波;
曹静,1200.0,2003-08-01;,1.0,南开大学;,F;,经济与管理;,1,1,,1100.0,2014-04-01;,1.0,清华大学;,X;D;,经济与管理;,2,1, 王鑫; 钟笑寒;
曾建光,1100.0,2013-07-01;,1.0,北京大学;,D;F;F;,经济与管理;,2,1, 伍利娜; 王立彦;,5101.0,2016-04-01;2015-07-01;,1.0,西南财经大学;,B;F;F;F;,经济与管理;经济与管理;,2,1, 张英; 杨勋;
曾海舰,4501.0,2015-10-01;,1.0,广西大学;,F;F;F;,经济与管理;,1,1, 林灵;,4401.0,2010-04-01;,1.0,暨南大学;,F;F;,经济与管理;,1,1,
朱文晖,1100.0,2003-12-01;,1.0,中国人民大学;,F;,经济与管理;,1,1,,3100.0,2002-12-01;,1.0,复旦大学;,F;,经济与管理;,1,1, 汪前明;
权小锋,3502.0,2010-11-01;,1.0,厦门大学;,F;F;,经济与管理;,1,1, 吴世农; 文芳;,3205.0,2017-01-01;2016-01-01;2015-11-01;,1.0,苏州大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 尹洪英; 肖斌卿; 吴世农; 吴世农; 尹洪英;
李世刚,4301.0,2016-11-01;,1.0,中南大学;,nan;,经济与管理;,1,1, 李晓萍;,4401.0,2017-04-01;,1.0,中山大学;,C;F;,经济与管理;,2,1, 尹恒;
李世刚,4301.0,2016-11-01;,1.0,中南大学;,nan;,经济与管理;,1,1, 李晓萍;,1100.0,2014-07-01;,1.0,北京师范大学;,F;C;,经济与管理;,2,1, 尹恒;
李世刚,4401.0,2017-04-01;,1.0,中山大学;,C;F;,经济与管理;,2,1, 尹恒;,1100.0,2014-07-01;,1.0,北京师范大学;,F;C;,经济与管理;,2,1, 尹恒;
李任玉,5101.0,2014-10-01;,1.0,西南财经大学;,F;,经济与管理;,1,1, 杜在超; 何勤英; 龚强;,4403.0,2017-09-01;,1.0,深圳大学;,F;,经济与管理;,1,1, 陈悉榕; 甘犁;
李佳,1100.0,2013-05-01;2012-10-01;,1.0,中国人民大学;,F;F;,经济与管理;经济与管理;,1,1,,3301.0,2016-09-01;,1.0,浙江财经大学;,F;F;F;,经济与管理;,1,1,
李健,4201.0,2015-10-01;,1.0,华中科技大学;,F;F;,经济与管理;,1,1, 卫平;,1100.0,2012-12-01;2017-04-01;,1.0,中央财经大学;,F;F;F;,经济与管理;经济与管理;,1,1, 范祚军; 谢巧燕; 林文浩;
李君华,4301.0,2011-04-01;,1.0,湖南师范大学;,F;,经济与管理;,1,1, 彭玉兰;,4201.0,2016-10-01;2009-04-01;,2.0,湖北经济学院;华中科技大学;;,F;F;F;,经济与管理;经济与管理;,1,1, 欧阳峣;;
李四海,4401.0,2013-04-01;,1.0,暨南大学;,F;F;,经济与管理;,1,1, 刘星河; 吴伟炯;,4201.0,2016-05-01;2014-08-01;,1.0,中南财经政法大学;,F;F;C;F;F;,经济与管理;经济与管理;,2,1, 陈旋; 宋献中; 宋献中; 罗俊伟;
李宏瑾,2201.0,2001-02-01;,1.0,吉林大学;,F;,经济与管理;,1,1, 项卫星;,1100.0,2016-01-01;2014-10-01;2012-04-01;,2.0,中国金融四十人论坛;中国人民银行;;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 苏乃芳; 洪浩;;
李宾,4303.0,2012-10-01;,1.0,湖南科技大学;,F;,经济与管理;,1,1,,1100.0,2008-10-01;,1.0,北京大学;,F;F;,经济与管理;,1,1, 金一; 曾志雄;
李小平,3201.0,2006-02-01;,1.0,南京大学;,F;,经济与管理;,1,1, 朱钟棣;,4201.0,2015-08-01;2010-01-01;2008-01-01;,1.0,中南财经政法大学;,F;X;F;F;F;,经济与管理;经济与管理;经济与管理;,2,1, 周记顺; 卢现祥; 胡久凯; 卢现祥; 卢现祥; 朱钟棣;
李尚骜,1100.0,2012-07-01;,1.0,北京大学;,F;F;,经济与管理;,1,1, 龚六堂;,4201.0,2011-06-01;2010-05-01;,2.0,武汉大学;华中科技大学;;,F;F;,经济与管理;经济与管理;,1,1, 陈继勇; 李卓;;
李平,3703.0,2011-04-01;2014-12-01;2013-06-01;2010-06-01;2006-12-01;,1.0,山东理工大学;,F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 许家云; 季永宝; 宫旭红; 齐丹丹; 张庆昌; 随洪光;,1100.0,2017-12-01;,1.0,中国社会科学院;,F;F;,经济与管理;,1,1, 付一夫; 张艳芳;
李平,3703.0,2011-04-01;2014-12-01;2013-06-01;2010-06-01;2006-12-01;,1.0,山东理工大学;,F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 许家云; 季永宝; 宫旭红; 齐丹丹; 张庆昌; 随洪光;,1200.0,2001-12-01;,1.0,南开大学;,F;,经济与管理;,1,1, 刘志勇;
李平,1100.0,2017-12-01;,1.0,中国社会科学院;,F;F;,经济与管理;,1,1, 付一夫; 张艳芳;,1200.0,2001-12-01;,1.0,南开大学;,F;,经济与管理;,1,1, 刘志勇;
李庆海,1100.0,2011-10-01;,1.0,北京航空航天大学;,F;F;,经济与管理;,1,1, 李锐; 王兆华;,3201.0,2017-10-01;,1.0,南京财经大学;,F;F;F;,经济与管理;,1,1, 吕小锋; 李锐; 孙光林;
李建军,5101.0,2012-04-01;,1.0,西南财经大学;,F;,经济与管理;,1,1, 肖育才;,1100.0,2001-11-01;2004-01-01;2004-05-01;2004-09-01;,2.0,人民大学;中央财经大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 田光宁;;
李强,1200.0,2003-06-01;,1.0,南开大学;,F;,经济与管理;,1,1,,5101.0,2010-10-01;,1.0,西南财经大学;,D;,经济与管理;,1,1, 臧文斌;
李成,1100.0,2016-12-01;,1.0,中国社会科学院;,F;F;,经济与管理;,1,1,,6101.0,2011-10-01;2010-03-01;2014-02-01;2013-04-01;2009-02-01;2009-10-01;2007-07-01;2006-09-01;2005-01-01;2004-06-01;2010-10-01;2009-12-01;,1.0,西安交通大学;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 马文涛; 王彬; 王彬; 马文涛; 郑怡; 白璐; 王建军; 尚振宁; 黎克俊; 王焱; 姜柳; 马文涛; 王彬; 马文涛; 王彬;
李文星,4201.0,2008-07-01;,1.0,华中科技大学;,F;C;,经济与管理;,2,1, 徐长生; 艾春荣;,5101.0,2002-04-01;,1.0,四川大学;,F;,经济与管理;,1,1, 蒋瑛;
李斌,3502.0,2006-06-01;,1.0,厦门大学;,F;F;,经济与管理;,1,1, 江伟;,1100.0,2004-06-01;2001-07-01;,2.0,北京大学;中国人民银行;;,F;F;,经济与管理;经济与管理;,1,1,;;
李新,3100.0,2001-04-01;,1.0,上海财经大学;,F;,经济与管理;,1,1,,1100.0,2001-03-01;,1.0,中国社会科学院;,F;,经济与管理;,1,1,
李杰,3301.0,2011-05-01;,1.0,浙江大学;,F;F;,经济与管理;,1,1, 李捷瑜; 黄先海;,4403.0,2009-06-01;,1.0,深圳大学;,F;,经济与管理;,1,1,
李楠,3100.0,2016-07-01;2015-02-01;2015-07-01;,1.0,上海财经大学;,D;F;C;C;,经济与管理;经济与管理;经济与管理;,3,1, 林友宏; 甄茂生; 林矗;,1100.0,2013-01-01;2013-10-01;2014-11-01;,3.0,中国社会科学院;中国科学院;中国人民大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 王家强; 陈暮紫; 陈敏; 黄旭; 谢尔曼;
李永友,3301.0,2017-01-01;2016-07-01;2014-04-01;,1.0,浙江财经大学;,D;F;R;F;F;,经济与管理;经济与管理;经济与管理;,3,1, 张子楠; 郑春荣;,3201.0,2008-05-01;,1.0,南京大学;,F;F;F;,经济与管理;,1,1, 沈坤荣;
李涛,1100.0,2017-03-01;2014-03-01;2015-06-01;2011-09-01;2010-07-01;2009-02-01;2008-01-01;2007-08-01;,2.0,中央财经大学;中国人民大学;;,C;F;F;B;F;F;F;F;F;F;D;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,4,1, 朱俊兵; 伏霖; 陈斌开; 张文韬; 史宇鹏; 陈斌开; 王志芳; 王海港; 谭松涛; 郭杰; 黄纯纯; 何兴强; 周开国;,5000.0,2013-01-01;,1.0,重庆理工大学;,F;F;X;,经济与管理;,2,1,
李涛,1100.0,2017-03-01;2014-03-01;2015-06-01;2011-09-01;2010-07-01;2009-02-01;2008-01-01;2007-08-01;,2.0,中央财经大学;中国人民大学;;,C;F;F;B;F;F;F;F;F;F;D;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,4,1, 朱俊兵; 伏霖; 陈斌开; 张文韬; 史宇鹏; 陈斌开; 王志芳; 王海港; 谭松涛; 郭杰; 黄纯纯; 何兴强; 周开国;,4401.0,2006-01-01;2006-08-01;2005-07-01;2004-11-01;2003-12-01;2004-10-01;,1.0,中山大学;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 李红;
李涛,5000.0,2013-01-01;,1.0,重庆理工大学;,F;F;X;,经济与管理;,2,1,,4401.0,2006-01-01;2006-08-01;2005-07-01;2004-11-01;2003-12-01;2004-10-01;,1.0,中山大学;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 李红;
李猛,1100.0,2015-04-01;,1.0,中国社会科学院;,F;,经济与管理;,1,1,,3100.0,2010-12-01;,1.0,上海市委党校;,F;,经济与管理;,1,1, 沈坤荣;
李虹,1100.0,2017-07-01;2011-02-01;2004-11-01;,1.0,北京大学;,F;X;F;F;,经济与管理;经济与管理;经济与管理;,2,1, 熊振兴; 董亮; 谢明华;,3100.0,2007-09-01;,1.0,上海财经大学;,D;,经济与管理;,1,1,
李超,1100.0,2015-05-01;,1.0,中国社会科学院;,F;C;,经济与管理;,2,1, 倪鹏飞; 万海远;,5101.0,2017-08-01;,1.0,西南财经大学;,F;F;X;,经济与管理;,2,1, 李涵;
李超,1100.0,2015-05-01;,1.0,中国社会科学院;,F;C;,经济与管理;,2,1, 倪鹏飞; 万海远;,4401.0,2011-08-01;,1.0,暨南大学;,F;F;,经济与管理;,1,1, 覃成林;
李超,5101.0,2017-08-01;,1.0,西南财经大学;,F;F;X;,经济与管理;,2,1, 李涵;,4401.0,2011-08-01;,1.0,暨南大学;,F;F;,经济与管理;,1,1, 覃成林;
李雪莲,1200.0,2003-10-01;2001-06-01;,1.0,南开大学;,F;F;,经济与管理;经济与管理;,1,1, 张运鹏; 安辉;,5101.0,2015-05-01;,1.0,西南财经大学;,D;D;F;,经济与管理;,2,1, 马双; 邓翔;
李静,3401.0,2017-03-01;,1.0,安徽大学;,F;F;,经济与管理;,1,1, 楠玉; 刘霞辉;,1401.0,2017-06-01;,1.0,山西财经大学;,F;F;G;,经济与管理;,2,1,
李静,3401.0,2017-03-01;,1.0,安徽大学;,F;F;,经济与管理;,1,1, 楠玉; 刘霞辉;,1200.0,2005-04-01;,1.0,南开大学;,F;,经济与管理;,1,1,
李静,1401.0,2017-06-01;,1.0,山西财经大学;,F;F;G;,经济与管理;,2,1,,1200.0,2005-04-01;,1.0,南开大学;,F;,经济与管理;,1,1,
杨俊,1200.0,2015-09-01;,1.0,南开大学;,F;,经济与管理;,1,1, 张玉利; 刘依冉;,1100.0,2006-03-01;2008-06-01;,2.0,北京大学;中国人民大学;;,F;F;F;,经济与管理;经济与管理;,1,1, 龚六堂; 王亚平; 龚六堂;
杨光,3100.0,2017-12-01;,1.0,上海财经大学;,F;,经济与管理;,1,1, 汪立;,1200.0,2015-02-01;2015-10-01;2008-06-01;,1.0,南开大学;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 孙浦阳; 龚刚; 孙浦阳;
杨剑侠,3100.0,2009-07-01;,1.0,上海交通大学;,F;F;,经济与管理;,1,1, 陈宏民; 包兴;,5000.0,2004-07-01;,1.0,重庆大学;,F;,经济与管理;,1,1, 司有和; 孙兴征;
杨勇,3201.0,2003-11-01;,1.0,南京大学;,F;,经济与管理;,1,1, 魏浩;,4201.0,2017-09-01;,1.0,武汉大学;,F;,经济与管理;,1,1,
杨华磊,1100.0,2014-04-01;,1.0,中国农业大学;,F;,经济与管理;,1,1, 何凌云; 周晓波;,6201.0,2012-12-01;,1.0,兰州大学;,F;F;F;,经济与管理;,1,1, 周晓波;
杨文,1100.0,2012-04-01;,1.0,北京大学;,F;F;,经济与管理;,1,1, 孙蚌珠; 王学龙;,4403.0,2015-01-01;,1.0,深圳大学;,F;,经济与管理;,1,1, 孙蚌珠; 程相宾;
杨柳,1100.0,2015-08-01;2001-02-01;,2.0,中国政法大学;中国人民银行;;,F;F;,经济与管理;经济与管理;,1,1,;;,4201.0,2016-10-01;,1.0,华中师范大学;,F;,经济与管理;,1,1, 李力; 吴婷;
杨汝岱,1100.0,2016-03-01;2015-02-01;2013-07-01;,1.0,北京大学;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 李艳; 朱诗娥;,4303.0,2011-11-01;2009-08-01;2008-08-01;2007-12-01;,1.0,湘潭大学;,F;F;G;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 陈斌开; 朱诗娥; 陈斌开; 姚洋; 朱诗娥;
林伯强,3501.0,2014-04-01;2013-09-01;2012-11-01;,1.0,闽江学院;,F;F;F;F;X;,经济与管理;经济与管理;经济与管理;,2,1, 李江龙; 杜克锐; 李爱军;,3502.0,2015-09-01;2017-09-01;2016-10-01;2012-03-01;2010-08-01;2009-06-01;2009-12-01;2008-11-01;2008-05-01;2007-02-01;,1.0,厦门大学;,F;F;F;F;X;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 刘泓汛; 孙传旺; 姚昕; 刘畅; 刘希颖; 姚昕; 王锋; 牟敦国; 何晓萍; 魏巍贤; 李丕东;
林煜恩,3303.0,2014-12-01;,1.0,温州大学;,F;,经济与管理;,1,1, 陈秀玲; 池祥萱;,3507.0,2014-02-01;2014-03-01;,1.0,武夷学院;,F;F;F;,经济与管理;经济与管理;,1,1, 池祥萱; 池祥萱; 李乐;
林煜恩,3303.0,2014-12-01;,1.0,温州大学;,F;,经济与管理;,1,1, 陈秀玲; 池祥萱;,2201.0,2017-08-01;2015-08-01;2016-07-01;,1.0,吉林大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 尚铎; 陈宜群; 池祥萱; 郑玉敏; 邵文霞; 池祥萱; 王柘君;
林煜恩,3507.0,2014-02-01;2014-03-01;,1.0,武夷学院;,F;F;F;,经济与管理;经济与管理;,1,1, 池祥萱; 池祥萱; 李乐;,2201.0,2017-08-01;2015-08-01;2016-07-01;,1.0,吉林大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 尚铎; 陈宜群; 池祥萱; 郑玉敏; 邵文霞; 池祥萱; 王柘君;
桂荷发,3601.0,2011-11-01;,1.0,江西财经大学;,F;F;,经济与管理;,1,1, 蔡明超; 石劲; 汪勇祥;,1100.0,2002-06-01;,1.0,中国人民大学;,F;,经济与管理;,1,1,
梁平汉,5101.0,2012-10-01;,1.0,西南财经大学;,C;F;,经济与管理;,2,1,,4401.0,2017-04-01;,1.0,中山大学;,D;,经济与管理;,1,1, 高楠;
梁正,1200.0,2001-02-01;,1.0,南开大学;,F;,经济与管理;,1,1,,1100.0,2003-10-01;,1.0,清华大学;,F;,经济与管理;,1,1,
梁琦,3201.0,2005-07-01;2004-07-01;2002-10-01;2003-06-01;,1.0,南京大学;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 施晓苏; 张二震;,4401.0,2012-04-01;2012-04-01;2008-07-01;,1.0,中山大学;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 丁树; 王如玉; 黄卓; 吴俊;
楼国强,3100.0,2010-12-01;2013-12-01;2011-08-01;,1.0,上海财经大学;,F;C;F;F;F;,经济与管理;经济与管理;经济与管理;,2,1,,1100.0,2005-08-01;,1.0,北京大学;,F;,经济与管理;,1,1,
樊丽明,3100.0,2014-08-01;,1.0,上海财经大学;,F;F;,经济与管理;,1,1, 解垩;,3701.0,2002-04-01;,1.0,山东大学;,F;,经济与管理;,1,1,
欧阳志刚,4201.0,2017-02-01;2013-07-01;2015-06-01;,1.0,中南财经政法大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 薛龙; 潜力;,3601.0,2012-09-01;2011-07-01;2010-07-01;2009-09-01;,1.0,华东交通大学;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 高凌云; 史焕平; 史焕平; 王世杰;
毛捷,1100.0,2015-07-01;2015-07-01;2011-12-01;2012-07-01;,1.0,对外经济贸易大学;,F;D;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 吕冰洋; 马光荣; 管汉晖; 林智贤; 汪德华; 白重恩; 汪德华; 白重恩;,3301.0,2005-04-01;,1.0,浙江大学;,F;F;,经济与管理;,1,1, 金雪军; 袁佳;
江求川,4101.0,2015-07-01;,1.0,郑州大学;,D;F;,经济与管理;,2,1,,4201.0,2013-04-01;,1.0,华中科技大学;,F;F;,经济与管理;,1,1, 张克中;
汤二子,3201.0,2017-02-01;,1.0,南京审计大学;,F;,经济与管理;,1,1,,2102.0,2011-06-01;,1.0,大连理工大学;,F;F;F;,经济与管理;,1,1, 李影; 张海英;
汤向俊,3211.0,2015-10-01;,1.0,江苏科技大学;,D;F;,经济与管理;,2,1, 刘瑞明; 马光辉;,6101.0,2010-10-01;,1.0,西北大学;,F;F;,经济与管理;,1,1, 任保平;
汤玉刚,3100.0,2007-01-01;,1.0,复旦大学;,F;,经济与管理;,1,1, 赵大平;,3701.0,2010-09-01;2015-10-01;2010-10-01;,1.0,山东大学;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1, 关凤利; 陈强; 满利苹; 苑程浩;
汪伟,3301.0,2006-03-01;,1.0,浙江大学;,F;,经济与管理;,1,1, 金祥荣; 汪淼军;,3100.0,2015-06-01;2013-11-01;2010-10-01;2016-10-01;2009-10-01;2008-04-01;,1.0,上海财经大学;,F;C;F;F;F;C;F;C;F;F;C;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1, 艾春荣; 郭新强; 艾春荣;
汪洋,1100.0,2016-04-01;,1.0,中国人民银行;,F;F;,经济与管理;,1,1,,3601.0,2010-11-01;2007-04-01;2005-04-01;,1.0,江西财经大学;,F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,
沈利生,3505.0,2006-03-01;,1.0,华侨大学;,F;,经济与管理;,1,1, 王恒;,1100.0,2003-11-01;,1.0,中国社会科学院;,F;,经济与管理;,1,1, 吴振宇;
沈国兵,3100.0,2015-04-01;2015-06-01;2010-06-01;2004-12-01;2005-06-01;,2.0,复旦大学;上海财经大学;;,F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1, 张鑫; 姚白羽;;,3301.0,2002-06-01;,1.0,浙江大学;,F;,经济与管理;,1,1,
沈悦,1100.0,2004-06-01;,1.0,清华大学;,F;,经济与管理;,1,1, 刘洪玉;,5101.0,2012-05-01;,1.0,西南财经大学;,F;F;F;,经济与管理;,1,1, 储巍;
沈悦,1100.0,2004-06-01;,1.0,清华大学;,F;,经济与管理;,1,1, 刘洪玉;,6101.0,2013-03-01;2007-10-01;,1.0,西安交通大学;,F;F;F;F;,经济与管理;经济与管理;,1,1, 谢坤锋; 谢勇; 田嫄;
