author_first,city_code1,ym1,coauthor1,class_num1,mag_classn1,city_code2,ym2,coauthor2,class_num2,mag_classn2,move_time,class_overlap,mag_overlap,coauthor_overlap
程令国,3201.0,2013-08-01;, 张晔; 刘志彪;,F;F;,经济与管理;,1100.0,2012-01-01;2011-08-01;, 张晔; 张晔;,R;F;,经济与管理;经济与管理;,1,1,1,1
程培堽,3205.0,2009-07-01;, 周应恒; 殷志扬;,F;F;,经济与管理;,3502.0,2003-06-01;,,F;,经济与管理;,1,1,1,0
简泽,3100.0,2013-05-01;2014-08-01;, 干春晖; 余典范; 张涛; 伏玉林;,F;F;F;F;,经济与管理;经济与管理;,3601.0,2017-05-01;, 谭利萍; 吕大国; 符通;,F;F;,经济与管理;,1,1,1,0
管七海,1100.0,2005-08-01;2005-04-01;,,F;F;,经济与管理;经济与管理;,4403.0,2006-01-01;,,F;,经济与管理;,1,1,1,0
胡洁,3100.0,2014-08-01;, 陈彦煌;,F;,经济与管理;,6101.0,2010-08-01;, 陈彦煌;,F;F;F;,经济与管理;,1,1,1,1
范子英,3100.0,2010-03-01;2010-04-01;2008-10-01;2015-05-01;2017-02-01;2016-01-01;2016-07-01;, 张军; 孟令杰; 石慧; 刘甲炎; 彭飞; 彭飞; 刘冲; 田彬彬;,F;F;K;K;F;F;F;D;F;F;F;D;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,3201.0,2006-08-01;2007-01-01;, 孟令杰; 孟令杰;,F;F;F;,经济与管理;经济与管理;,1,1,1,1
范子英,3100.0,2010-03-01;2010-04-01;2008-10-01;2015-05-01;2017-02-01;2016-01-01;2016-07-01;, 张军; 孟令杰; 石慧; 刘甲炎; 彭飞; 彭飞; 刘冲; 田彬彬;,F;F;K;K;F;F;F;D;F;F;F;D;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,4201.0,2014-06-01;2013-09-01;2013-01-01;, 李欣; 田彬彬; 石慧;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,2,1,1,2
范子英,3201.0,2006-08-01;2007-01-01;, 孟令杰; 孟令杰;,F;F;F;,经济与管理;经济与管理;,4201.0,2014-06-01;2013-09-01;2013-01-01;, 李欣; 田彬彬; 石慧;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,1,0
葛兆强,1100.0,2006-02-01;2005-05-01;,,F;F;,经济与管理;经济与管理;,4403.0,2009-08-01;2002-11-01;2001-10-01;,,F;F;F;,经济与管理;经济与管理;经济与管理;,2,1,1,0
董保民,3502.0,2003-10-01;,,D;,经济与管理;,1100.0,2006-07-01;, 郭桂霞;,F;F;,经济与管理;,1,0,1,0
蒙英华,3502.0,2008-02-01;, 黄建忠;,F;F;F;,经济与管理;,3100.0,2009-12-01;2015-10-01;, 蔡宏波; 蔡宏波; 黄建忠;,F;F;,经济与管理;经济与管理;,1,1,1,1
蒲成毅,1200.0,2005-02-01;,,F;,经济与管理;,5101.0,2012-12-01;, 潘小军;,F;F;F;,经济与管理;,1,1,1,0
蔡宁,1100.0,2017-02-01;, 刘勇;,F;,经济与管理;,3301.0,2017-03-01;, 贺锦江; 王节祥;,F;F;F;,经济与管理;,1,1,1,0
蔡昱,1200.0,2013-02-01;2008-04-01;, 龚刚; 张前程; 龚刚;,R;D;,经济与管理;经济与管理;,5301.0,2016-02-01;2014-12-01;, 龚刚; 龚刚;,C;A;,经济与管理;经济与管理;,1,0,1,1
薛白,4506.0,2011-12-01;,,F;F;,经济与管理;,1100.0,2014-12-01;,,F;F;,经济与管理;,1,1,1,0
许伟,4501.0,2008-06-01;, 曾屹; 陈兴海;,F;,经济与管理;,1100.0,2016-05-01;2009-04-01;, 陈斌开; 陈斌开;,F;F;F;F;,经济与管理;经济与管理;,1,1,1,0
许年行,1100.0,2016-12-01;2012-07-01;2011-04-01;2013-01-01;, 李哲; 江轩宇; 伊志宏; 徐信忠; 洪涛; 吴世农; 徐信忠; 江轩宇; 伊志宏; 袁清波;,C;F;F;F;F;F;D;D;,经济与管理;经济与管理;经济与管理;经济与管理;,3502.0,2007-01-01;2006-04-01;, 吴世农; 吴世农;,F;F;F;,经济与管理;经济与管理;,1,1,1,1
许承明,3100.0,2001-08-01;,,F;,经济与管理;,3201.0,2005-03-01;, 宋海林;,F;,经济与管理;,1,1,1,0
谢刚,1100.0,2009-01-01;, 李勇;,F;,经济与管理;,5101.0,2011-06-01;, 侯景亮; 贾建民;,F;,经济与管理;,1,1,1,0
谢康,3100.0,2002-02-01;,,F;,经济与管理;,4401.0,2017-08-01;2016-02-01;2016-04-01;2012-01-01;2001-05-01;, 刘意; 肖静华; 刘亚平; 吴瑶; 肖静华; 廖雪华; 赖金天; 肖静华; 乌家培; 肖静华; 周先波; 乌家培;,D;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1,1,0
谢建国,3201.0,2007-06-01;2014-07-01;2006-07-01;2010-12-01;2005-12-01;, 姜珮珊; 张悦; 徐华;,F;F;F;F;F;F;G;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1200.0,2004-04-01;,,F;,经济与管理;,1,1,1,0
谭之博,1100.0,2012-12-01;, 赵岳;,F;F;,经济与管理;,3100.0,2016-02-01;2015-04-01;, 张晓波; 周黎安; 赵岳;,C;R;D;F;,经济与管理;经济与管理;,1,1,1,1
谭旭东,1100.0,2004-12-01;,,F;,经济与管理;,3502.0,2008-09-01;2007-02-01;,,F;F;F;F;,经济与管理;经济与管理;,1,1,1,0
贺京同,3701.0,2013-12-01;, 郝身永;,F;,经济与管理;,1200.0,2014-07-01;2011-12-01;2007-06-01;2004-04-01;2002-12-01;, 那艺; 郝身永; 冯尧; 徐璐; 李峰; 霍焰; 李大勇;,C;C;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1,1,1
贾良定,1100.0,2002-04-01;,,F;F;,经济与管理;,3201.0,2001-03-01;, 陈秋霖;,F;,经济与管理;,1,1,1,0
赵文军,3201.0,2008-12-01;2009-08-01;, 于津平; 于津平;,F;F;F;F;,经济与管理;经济与管理;,4403.0,2012-08-01;2014-06-01;, 于津平; 于津平;,F;F;F;F;F;F;F;,经济与管理;经济与管理;,1,1,1,1
赵旭,3100.0,2013-12-01;, 李浩;,F;,经济与管理;,3201.0,2007-12-01;2006-12-01;,,F;F;F;,经济与管理;经济与管理;,1,1,1,0
赵进文,2102.0,2013-04-01;2010-12-01;2007-08-01;2005-12-01;2005-02-01;2004-10-01;2004-07-01;2001-12-01;, 苏明政; 邢天才; 邢天才; 熊磊; 范继涛; 闵捷; 闵捷; 高辉; 邵国莉;,F;F;F;F;F;F;F;F;F;C;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1200.0,2004-06-01;, 高辉;,F;,经济与管理;,2,1,1,1
逄锦聚,1100.0,2017-11-01;2016-10-01;,,D;F;F;,经济与管理;经济与管理;,1200.0,2005-02-01;2004-02-01;2002-02-01;2001-10-01;,,F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1,1,0
邓伟,1100.0,2009-10-01;,,F;,经济与管理;,4201.0,2013-01-01;, 唐齐鸣;,F;F;,经济与管理;,1,1,1,0
邓伟,1100.0,2009-10-01;,,F;,经济与管理;,3201.0,2012-06-01;, 叶林祥;,F;F;F;,经济与管理;,1,1,1,0
邓伟,4201.0,2013-01-01;, 唐齐鸣;,F;F;,经济与管理;,3201.0,2012-06-01;, 叶林祥;,F;F;F;,经济与管理;,1,1,1,0
邵帅,3100.0,2015-05-01;2016-09-01;2013-02-01;2011-12-01;2017-03-01;, 吕长江; 李欣; 曹建华; 杨莉莉; 杨莉莉; 黄涛; 杨莉莉; 张曦; 赵兴荣;,F;X;X;F;F;F;F;F;F;F;X;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2301.0,2008-04-01;, 齐中英;,F;F;F;,经济与管理;,1,1,1,0
邵挺,1100.0,2017-02-01;2011-04-01;, 王瑞民; 王微; 崔凡; 范英; 许庆;,F;F;F;,经济与管理;经济与管理;,3100.0,2010-06-01;, 袁志刚;,F;,经济与管理;,1,1,1,0
邹薇,4201.0,2005-05-01;, 钱雪松;,F;,经济与管理;,4303.0,2007-06-01;, 陈云;,F;F;,经济与管理;,1,1,1,0
郑挺国,3502.0,2013-06-01;2012-03-01;2010-03-01;2010-10-01;, 王霞; 王霞; 苏娜; 刘金全; 王霞;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,2201.0,2008-01-01;, 刘金全;,F;F;,经济与管理;,1,1,1,1
郭克莎,1100.0,2002-11-01;,,F;,经济与管理;,3505.0,2017-02-01;2017-10-01;2016-09-01;, 杨阔;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,1,0
郭凯明,4401.0,2016-06-01;2015-07-01;2016-04-01;2017-03-01;2017-04-01;, 颜色; 颜色; 余靖雯; 龚六堂; 杭静; 颜色; 颜色;,F;C;F;F;F;C;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1100.0,2011-12-01;2011-07-01;, 张全升; 龚六堂; 颜色;,F;F;C;,经济与管理;经济与管理;,1,2,1,2
郭峰,1100.0,2016-06-01;,,D;F;,经济与管理;,3100.0,2017-07-01;2017-07-01;2015-04-01;, 石庆玲; 李欣;;,D;X;G;F;,经济与管理;经济与管理;经济与管理;,2,2,1,0
郭广珍,3100.0,2014-02-01;, 张军;,F;,经济与管理;,2101.0,2017-03-01;, 张玉兰; 胡可嘉;,F;F;,经济与管理;,1,1,1,0
郭强,1200.0,2017-06-01;2014-10-01;2013-12-01;2012-08-01;2015-02-01;, 张明; 邓黎桥; 殷无弦; 董昀; 谭小芬; 董昀; 李向前; 李向前; 付志刚;,F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1100.0,2011-08-01;, 谭小芬; 李向前;,F;F;F;,经济与管理;,1,1,1,2
郭玉清,1100.0,2006-06-01;,,F;F;,经济与管理;,1200.0,2017-06-01;2016-03-01;2011-08-01;, 孙希芳; 何杨; 何杨; 李龙;,F;D;F;F;,经济与管理;经济与管理;经济与管理;,1,1,1,0
钟昌标,5301.0,2014-12-01;2013-12-01;, 黄远浙; 刘伟; 黄远浙; 刘伟;,F;F;F;F;,经济与管理;经济与管理;,3302.0,2010-01-01;2007-09-01;,,F;F;F;,经济与管理;经济与管理;,1,1,1,0
钟春平,4403.0,2005-07-01;, 徐长生;,F;,经济与管理;,1100.0,2015-05-01;, 田敏;,F;,经济与管理;,1,1,1,0
钟春平,4403.0,2005-07-01;, 徐长生;,F;,经济与管理;,4201.0,2012-12-01;2006-08-01;2011-01-01;, 陈静; 孙焕民; 徐长生; 徐长生;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,1,1
钟春平,1100.0,2015-05-01;, 田敏;,F;,经济与管理;,4201.0,2012-12-01;2006-08-01;2011-01-01;, 陈静; 孙焕民; 徐长生; 徐长生;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,1,0
钱先航,3701.0,2017-02-01;2015-07-01;2017-12-01;2014-07-01;, 曹廷求; 曹廷求; 曹春方; 王可; 徐业坤;,D;F;D;C;F;D;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1200.0,2011-12-01;, 曹廷求; 李维安;,F;,经济与管理;,1,1,1,1
闫国庆,3302.0,2009-05-01;, 孙琪; 仲鸿生; 赵娜; 荆娴;,F;,经济与管理;,2101.0,2002-05-01;,,F;,经济与管理;,1,1,1,0
陆磊,1100.0,2001-04-01;,,F;,经济与管理;,4401.0,2005-08-01;,,F;,经济与管理;,1,1,1,0
陆磊,1100.0,2001-04-01;,,F;,经济与管理;,5101.0,2004-10-01;, 李世宏;,F;,经济与管理;,1,1,1,0
陆磊,4401.0,2005-08-01;,,F;,经济与管理;,5101.0,2004-10-01;, 李世宏;,F;,经济与管理;,1,1,1,0
陆立军,3307.0,2007-04-01;, 杨海军;,F;F;,经济与管理;,3301.0,2002-02-01;,,F;,经济与管理;,1,1,1,0
陆蓉,4401.0,2004-03-01;2004-01-01;, 徐龙炳; 徐龙炳;,F;F;,经济与管理;经济与管理;,3100.0,2017-11-01;2017-11-01;2007-06-01;, 邓鸣茂; 何婧; 崔晓蕾; 陈百助; 徐龙炳; 谢新厚;,F;O;F;F;,经济与管理;经济与管理;经济与管理;,1,1,1,1
陈仕华,2102.0,2017-05-01;2016-06-01;2014-10-01;, 卢昌崇; 李维安; 姜广省; 李维安; 王春林;,F;F;F;D;,经济与管理;经济与管理;经济与管理;,1200.0,2015-09-01;, 卢昌崇; 姜广省; 王雅茹;,F;F;,经济与管理;,2,1,1,2
陈健,1100.0,2007-11-01;,,F;,经济与管理;,3201.0,2009-04-01;, 徐康宁;,F;F;,经济与管理;,1,1,1,0
陈健,1100.0,2007-11-01;,,F;,经济与管理;,3701.0,2013-09-01;, 黄少安;,F;D;,经济与管理;,1,1,1,0
陈健,3201.0,2009-04-01;, 徐康宁;,F;F;,经济与管理;,3701.0,2013-09-01;, 黄少安;,F;D;,经济与管理;,1,1,1,0
陈冬华,3201.0,2017-05-01;2015-05-01;2013-09-01;2011-12-01;2010-07-01;2008-03-01;, 相加凤; 范从来; 沈永建; 胡晓莉; 梁上坤; 新夫; 陈富生; 沈永建; 尤海峰; 范从来; 沈永建; 周亚虹; 章铁生; 李翔;,F;F;F;B;D;F;F;F;F;D;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,3100.0,2005-02-01;, 陈信元; 万华林;,F;,经济与管理;,1,1,1,0
陈利平,4201.0,2001-03-01;2003-04-01;,,F;F;,经济与管理;经济与管理;,3100.0,2007-07-01;,,F;F;,经济与管理;,1,1,1,0
陈叶烽,1100.0,2012-02-01;, 叶航; 汪丁丁;,F;,经济与管理;,3301.0,2011-06-01;2009-12-01;, 周业安; 宋紫峰;,F;C;,经济与管理;经济与管理;,1,1,1,0
陈平,4401.0,2002-06-01;, 王曦;,F;,经济与管理;,1100.0,2006-10-01;2002-01-01;,,F;F;F;,经济与管理;经济与管理;,2,1,1,0
陈强,3701.0,2011-07-01;2015-07-01;2014-10-01;2017-08-01;, 乔兆纲; 孙丰凯; 徐艳娴;,F;K;K;F;X;,经济与管理;经济与管理;经济与管理;经济与管理;,3501.0,2009-04-01;, 叶阿忠;,F;F;F;,经济与管理;,1,1,1,0
陈志俊,4201.0,2003-10-01;, 邱敬渊;,F;,经济与管理;,3301.0,2004-10-01;, 张昕竹;,G;,经济与管理;,1,0,1,0
陈昆亭,5301.0,2017-07-01;, 周炎;,F;,经济与管理;,3302.0,2012-01-01;2011-11-01;, 周炎; 龚六堂; 李浩; 熊爱民; 柯建飞;,F;F;F;,经济与管理;经济与管理;,1,1,1,1
陈昆亭,5301.0,2017-07-01;, 周炎;,F;,经济与管理;,3701.0,2008-02-01;2004-07-01;, 周炎; 龚六堂;,F;F;F;,经济与管理;经济与管理;,1,1,1,1
陈昆亭,5301.0,2017-07-01;, 周炎;,F;,经济与管理;,3301.0,2015-06-01;2014-12-01;, 周炎; 黄晶; 周炎; 虞晓芬;,F;F;,经济与管理;经济与管理;,1,1,1,1
陈昆亭,3302.0,2012-01-01;2011-11-01;, 周炎; 龚六堂; 李浩; 熊爱民; 柯建飞;,F;F;F;,经济与管理;经济与管理;,3701.0,2008-02-01;2004-07-01;, 周炎; 龚六堂;,F;F;F;,经济与管理;经济与管理;,1,1,1,2
陈昆亭,3302.0,2012-01-01;2011-11-01;, 周炎; 龚六堂; 李浩; 熊爱民; 柯建飞;,F;F;F;,经济与管理;经济与管理;,3301.0,2015-06-01;2014-12-01;, 周炎; 黄晶; 周炎; 虞晓芬;,F;F;,经济与管理;经济与管理;,1,1,1,1
陈昆亭,3701.0,2008-02-01;2004-07-01;, 周炎; 龚六堂;,F;F;F;,经济与管理;经济与管理;,3301.0,2015-06-01;2014-12-01;, 周炎; 黄晶; 周炎; 虞晓芬;,F;F;,经济与管理;经济与管理;,1,1,1,1
陈浪南,4401.0,2009-03-01;2007-04-01;2007-11-01;2004-05-01;2014-10-01;2008-10-01;, 刘宏伟; 洪如明; 黄洵; 田磊; 陈云;,F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1100.0,2010-04-01;2007-10-01;, 孙坚强; 林伟斌; 欧阳永卫;,F;F;F;,经济与管理;经济与管理;,4,1,1,0
陈浪南,4401.0,2009-03-01;2007-04-01;2007-11-01;2004-05-01;2014-10-01;2008-10-01;, 刘宏伟; 洪如明; 黄洵; 田磊; 陈云;,F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,3502.0,2002-05-01;, 黄杰鲲;,F;,经济与管理;,1,1,1,0
陈浪南,1100.0,2010-04-01;2007-10-01;, 孙坚强; 林伟斌; 欧阳永卫;,F;F;F;,经济与管理;经济与管理;,3502.0,2002-05-01;, 黄杰鲲;,F;,经济与管理;,1,1,1,0
陈灯塔,3502.0,2006-01-01;, 周颖刚;,F;F;,经济与管理;,1100.0,2003-10-01;, 洪永淼;,F;,经济与管理;,1,1,1,0
陈琳,1200.0,2010-04-01;, 翟崇碧;,F;,经济与管理;,3100.0,2015-10-01;,,F;,经济与管理;,1,1,1,0
陈良文,1100.0,2007-10-01;, 杨开忠;,F;,经济与管理;,1200.0,2008-10-01;, 杨开忠; 沈体雁; 王伟;,F;F;F;,经济与管理;,1,1,1,1
陈霄,4503.0,2013-11-01;, 丁晓裕; 王贝芬;,F;F;,经济与管理;,4401.0,2016-04-01;, 叶德珠;,F;F;C;,经济与管理;,1,1,1,0
陈飞,2102.0,2015-10-01;2014-02-01;2010-11-01;, 翟伟娟; 卢建词; 范庆泉; 高铁梅;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,2201.0,2002-10-01;, 赵昕东; 高铁梅;,F;,经济与管理;,1,1,1,1
陶江,1200.0,2003-10-01;,,F;,经济与管理;,4301.0,2012-05-01;, 胡荣尚;,F;,经济与管理;,1,1,1,0
雷鸣,3201.0,2013-04-01;, 王军; 叶五一;,F;F;F;,经济与管理;,1200.0,2007-04-01;,,F;,经济与管理;,1,1,1,0
靳卫东,3701.0,2017-04-01;, 王鹏帆; 毛中根;,F;R;,经济与管理;,3201.0,2007-02-01;,,F;F;,经济与管理;,1,1,1,0
靳卫萍,1200.0,2002-10-01;,,F;,经济与管理;,1100.0,2012-10-01;, 熊柴;,F;,经济与管理;,1,1,1,0
鞠晓生,1100.0,2013-01-01;, 卢荻; 虞义华;,F;F;,经济与管理;,4301.0,2016-03-01;2015-01-01;, 黄朝峰; 卢荻; 黄朝峰; 管瑞龙;,F;E;F;F;F;,经济与管理;经济与管理;,1,1,1,1
韩胜飞,4401.0,2007-07-01;,,F;,经济与管理;,1200.0,2006-04-01;, 戴金平;,F;,经济与管理;,1,1,1,0
顾标,3100.0,2009-10-01;, 周纪恩;,F;,经济与管理;,1100.0,2007-10-01;, 周纪恩;,F;,经济与管理;,1,1,1,1
马亚明,3209.0,2014-12-01;, 刘翠;,F;F;,经济与管理;,1200.0,2003-08-01;, 张岩贵;,F;,经济与管理;,1,1,1,0
马明,1200.0,2004-10-01;,,F;,经济与管理;,1100.0,2002-04-01;, 向桢;,F;,经济与管理;,1,1,1,0
马涛,3100.0,2002-06-01;,,F;,经济与管理;,1100.0,2010-08-01;, 刘仕国;,F;F;F;,经济与管理;,1,1,1,0
马草原,1200.0,2010-08-01;, 李运达;,F;F;F;,经济与管理;,6101.0,2017-11-01;2013-07-01;2015-04-01;, 马文涛; 李成; 李成; 周亚雄;,F;F;F;X;F;,经济与管理;经济与管理;经济与管理;,1,1,1,0
马骏,1100.0,2015-05-01;,,F;F;,经济与管理;,4401.0,2004-10-01;2003-01-01;2003-06-01;, 侯一麟;,F;D;F;,经济与管理;经济与管理;经济与管理;,1,1,1,0
高保中,1200.0,2004-08-01;,,F;,经济与管理;,4102.0,2015-12-01;, 赵学增;,F;,经济与管理;,1,1,1,0
高凌云,1100.0,2011-01-01;2010-01-01;, 毛日昇; 王洛林;,F;F;F;F;F;F;,经济与管理;经济与管理;,5301.0,2012-05-01;, 王洛林; 苏庆义;,F;,经济与管理;,1,1,1,1
高峰,1200.0,2005-10-01;2004-10-01;2001-12-01;, 张仁德; 陈瑞华;,F;F;F;,经济与管理;经济与管理;经济与管理;,1100.0,2003-03-01;, 宋逢明;,F;,经济与管理;,2,1,1,0
高梦滔,1100.0,2005-12-01;2004-07-01;, 姚洋; 姚洋;,F;C;,经济与管理;经济与管理;,5301.0,2006-12-01;, 姚洋;,F;F;,经济与管理;,1,1,1,1
高阳,5301.0,2017-02-01;, 田友春;,F;,经济与管理;,1200.0,2015-02-01;,,F;,经济与管理;,1,1,1,0
魏巍贤,3502.0,2006-04-01;,,F;,经济与管理;,1100.0,2007-12-01;, 林伯强;,F;F;,经济与管理;,1,1,1,0
黄勋敬,3201.0,2013-07-01;2012-09-01;2010-03-01;, 赵曙明; 程秋虎; 赵曙明; 赵曙明;,F;F;F;,经济与管理;经济与管理;经济与管理;,4401.0,2007-01-01;2009-05-01;, 胡晔;;,F;F;F;,经济与管理;经济与管理;,1,1,1,0
黄志刚,1100.0,2009-06-01;2017-05-01;2011-03-01;2012-04-01;2010-07-01;,; 许伟;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,3501.0,2010-05-01;, 陈晓杰;,F;F;,经济与管理;,2,1,1,0
黄枫,3100.0,2015-07-01;2012-12-01;2013-01-01;2017-02-01;, 孙世龙; 吴纯杰; 吴纯杰; 傅伟;,F;F;R;F;F;C;,经济与管理;经济与管理;经济与管理;经济与管理;,5101.0,2010-06-01;2009-12-01;, 甘犁; 吴纯杰;,F;F;,经济与管理;经济与管理;,1,1,1,1
黄荣哲,4501.0,2013-05-01;, 农丽娜;,F;F;F;,经济与管理;,4401.0,2008-12-01;, 何问陶; 农丽娜;,F;F;,经济与管理;,1,1,1,1
黄飞鸣,3502.0,2009-12-01;,,F;F;,经济与管理;,3601.0,2010-10-01;,,F;F;,经济与管理;,1,1,1,0
黎峰,1200.0,2015-08-01;,,F;F;F;,经济与管理;,3201.0,2017-09-01;,,F;,经济与管理;,1,1,1,0
黎德福,1200.0,2006-02-01;, 黄玖立;,F;,经济与管理;,3100.0,2013-04-01;2006-10-01;2007-08-01;, 唐雪梅; 陈宗胜; 黄玖立;,F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,1,1
龚关,3100.0,2013-04-01;, 胡关亮;,F;F;,经济与管理;,1200.0,2007-12-01;,,F;F;,经济与管理;,1,1,1,0
龚刚,5301.0,2016-06-01;2013-11-01;, 徐文舸; 杨光; 高阳;,F;F;,经济与管理;经济与管理;,1200.0,2012-09-01;2008-06-01;2008-10-01;2007-10-01;, 高坚; 李炳念; 高坚; 何学中;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1,1,0
龚刚,5301.0,2016-06-01;2013-11-01;, 徐文舸; 杨光; 高阳;,F;F;,经济与管理;经济与管理;,1100.0,2007-04-01;2004-07-01;2003-04-01;2007-04-01;, 林毅夫; Willi Semmler; 陈琳;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1,1,0
龚刚,1200.0,2012-09-01;2008-06-01;2008-10-01;2007-10-01;, 高坚; 李炳念; 高坚; 何学中;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1100.0,2007-04-01;2004-07-01;2003-04-01;2007-04-01;, 林毅夫; Willi Semmler; 陈琳;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1,1,0
龚强,4201.0,2015-08-01;, 雷丽衡; 袁燕;,F;,经济与管理;,1100.0,2008-02-01;2011-01-01;2009-07-01;2010-02-01;2009-02-01;, 徐朝阳; 张懿;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1,1,0
龚强,4201.0,2015-08-01;, 雷丽衡; 袁燕;,F;,经济与管理;,5101.0,2014-04-01;2013-03-01;2012-06-01;2011-07-01;2014-02-01;2012-12-01;, 张一林; 林毅夫; 张一林; 余建宇; 李涵; 张彤; 王俊; 贾珅; 成酩; 陈丰;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1,1,0
龚强,1100.0,2008-02-01;2011-01-01;2009-07-01;2010-02-01;2009-02-01;, 徐朝阳; 张懿;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,5101.0,2014-04-01;2013-03-01;2012-06-01;2011-07-01;2014-02-01;2012-12-01;, 张一林; 林毅夫; 张一林; 余建宇; 李涵; 张彤; 王俊; 贾珅; 成酩; 陈丰;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1,1,0
龚锋,4201.0,2017-03-01;2015-08-01;, 李智; 雷欣; 余锦亮;,C;F;C;,经济与管理;经济与管理;,4419.0,2016-01-01;, 曾爱玲;,F;,经济与管理;,2,1,1,0
