author_first,unit_city_code,ym,city_unitn,city_units,class_num,mag_classn,coauthor,author_first,unit_city_code,class_num_num,mag_classn_num
陈昆亭,3701.0,2008-02-01;2004-07-01;,1,山东大学;;,F;F;F;,经济与管理;经济与管理;, 周炎; 龚六堂;,陈昆亭,3701.0,1,1
陈昆亭,3301.0,2015-06-01;2014-12-01;,1,浙江工业大学;;,F;F;,经济与管理;经济与管理;, 周炎; 黄晶; 周炎; 虞晓芬;,陈昆亭,3301.0,1,1
陈昆亭,3302.0,2012-01-01;2011-11-01;,1,宁波大学;;,F;F;F;,经济与管理;经济与管理;, 周炎; 龚六堂; 李浩; 熊爱民; 柯建飞;,陈昆亭,3302.0,1,1
陈浪南,1100.0,2010-04-01;2007-10-01;,1,中国立信风险管理研究院;;,F;F;F;,经济与管理;经济与管理;, 孙坚强; 林伟斌; 欧阳永卫;,陈浪南,1100.0,1,1
陈浪南,3502.0,2002-05-01;,1,厦门大学;;,F;,经济与管理;, 黄杰鲲;,陈浪南,3502.0,1,1
陈浪南,4401.0,2009-03-01;2007-04-01;2007-11-01;2004-05-01;2014-10-01;2008-10-01;,1,中山大学;;,F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 刘宏伟; 洪如明; 黄洵; 田磊; 陈云;,陈浪南,4401.0,1,1
陈灯塔,1100.0,2003-10-01;,1,北京大学;;,F;,经济与管理;, 洪永淼;,陈灯塔,1100.0,1,1
陈灯塔,3502.0,2006-01-01;,1,厦门大学;;,F;F;,经济与管理;, 周颖刚;,陈灯塔,3502.0,1,1
陈琳,1200.0,2010-04-01;,1,南开大学;;,F;,经济与管理;, 翟崇碧;,陈琳,1200.0,1,1
陈琳,3100.0,2015-10-01;,1,复旦大学;;,F;,经济与管理;,nan,陈琳,3100.0,1,1
陈良文,1100.0,2007-10-01;,1,北京大学;;,F;,经济与管理;, 杨开忠;,陈良文,1100.0,1,1
陈良文,1200.0,2008-10-01;,1,天津新技术产业园区科技局;;,F;F;F;,经济与管理;, 杨开忠; 沈体雁; 王伟;,陈良文,1200.0,1,1
陈霄,4401.0,2016-04-01;,1,暨南大学;;,F;F;C;,经济与管理;, 叶德珠;,陈霄,4401.0,2,1
陈霄,4503.0,2013-11-01;,1,广西师范大学;;,F;F;,经济与管理;, 丁晓裕; 王贝芬;,陈霄,4503.0,1,1
陈飞,2102.0,2015-10-01;2014-02-01;2010-11-01;,1,东北财经大学;;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;, 翟伟娟; 卢建词; 范庆泉; 高铁梅;,陈飞,2102.0,1,1
陈飞,2201.0,2002-10-01;,1,吉林大学;;,F;,经济与管理;, 赵昕东; 高铁梅;,陈飞,2201.0,1,1
陶江,1200.0,2003-10-01;,1,南开大学;;,F;,经济与管理;,nan,陶江,1200.0,1,1
陶江,4301.0,2012-05-01;,1,湖南大学;;,F;,经济与管理;, 胡荣尚;,陶江,4301.0,1,1
雷鸣,3201.0,2013-04-01;,1,南京财经大学;;,F;F;F;,经济与管理;, 王军; 叶五一;,雷鸣,3201.0,1,1
雷鸣,1200.0,2007-04-01;,1,南开大学;;,F;,经济与管理;,nan,雷鸣,1200.0,1,1
靳卫东,3201.0,2007-02-01;,1,南京大学;;,F;F;,经济与管理;,nan,靳卫东,3201.0,1,1
靳卫东,3701.0,2017-04-01;,1,山东财经大学;;,F;R;,经济与管理;, 王鹏帆; 毛中根;,靳卫东,3701.0,2,1
靳卫萍,1100.0,2012-10-01;,1,清华大学;;,F;,经济与管理;, 熊柴;,靳卫萍,1100.0,1,1
靳卫萍,1200.0,2002-10-01;,1,南开大学;;,F;,经济与管理;,nan,靳卫萍,1200.0,1,1
鞠晓生,1100.0,2013-01-01;,1,中国人民大学;;,F;F;,经济与管理;, 卢荻; 虞义华;,鞠晓生,1100.0,1,1
鞠晓生,4301.0,2016-03-01;2015-01-01;,1,国防科学技术大学;;,F;E;F;F;F;,经济与管理;经济与管理;, 黄朝峰; 卢荻; 黄朝峰; 管瑞龙;,鞠晓生,4301.0,2,1
韩胜飞,4401.0,2007-07-01;,1,华南理工大学;;,F;,经济与管理;,nan,韩胜飞,4401.0,1,1
韩胜飞,1200.0,2006-04-01;,1,南开大学;;,F;,经济与管理;, 戴金平;,韩胜飞,1200.0,1,1
顾标,1100.0,2007-10-01;,1,北京大学;;,F;,经济与管理;, 周纪恩;,顾标,1100.0,1,1
顾标,3100.0,2009-10-01;,1,上海大学;;,F;,经济与管理;, 周纪恩;,顾标,3100.0,1,1
马亚明,1200.0,2003-08-01;,1,南开大学;;,F;,经济与管理;, 张岩贵;,马亚明,1200.0,1,1
马亚明,3209.0,2014-12-01;,1,中国滨海金融协同创新中心;;,F;F;,经济与管理;, 刘翠;,马亚明,3209.0,1,1
马明,1100.0,2002-04-01;,1,国务院;;,F;,经济与管理;, 向桢;,马明,1100.0,1,1
马明,1200.0,2004-10-01;,1,南开大学;;,F;,经济与管理;,nan,马明,1200.0,1,1
马涛,3100.0,2002-06-01;,1,复旦大学;;,F;,经济与管理;,nan,马涛,3100.0,1,1
马涛,1100.0,2010-08-01;,1,中国社会科学院;;,F;F;F;,经济与管理;, 刘仕国;,马涛,1100.0,1,1
马草原,6101.0,2017-11-01;2013-07-01;2015-04-01;,1,西安交通大学;;,F;F;F;X;F;,经济与管理;经济与管理;经济与管理;, 马文涛; 李成; 李成; 周亚雄;,马草原,6101.0,2,1
马草原,1200.0,2010-08-01;,1,南开大学;;,F;F;F;,经济与管理;, 李运达;,马草原,1200.0,1,1
马骏,1100.0,2015-05-01;,1,中国人民银行;;,F;F;,经济与管理;,nan,马骏,1100.0,1,1
马骏,4401.0,2004-10-01;2003-01-01;2003-06-01;,1,中山大学;;,F;D;F;,经济与管理;经济与管理;经济与管理;, 侯一麟;,马骏,4401.0,2,1
高保中,1200.0,2004-08-01;,1,南开大学;;,F;,经济与管理;,nan,高保中,1200.0,1,1
高保中,4102.0,2015-12-01;,1,河南大学;;,F;,经济与管理;, 赵学增;,高保中,4102.0,1,1
高凌云,1100.0,2011-01-01;2010-01-01;,1,中国社会科学院;;,F;F;F;F;F;F;,经济与管理;经济与管理;, 毛日昇; 王洛林;,高凌云,1100.0,1,1
高凌云,5301.0,2012-05-01;,1,云南民族大学;;,F;,经济与管理;, 王洛林; 苏庆义;,高凌云,5301.0,1,1
高峰,1100.0,2003-03-01;,1,清华大学;;,F;,经济与管理;, 宋逢明;,高峰,1100.0,1,1
高峰,1200.0,2005-10-01;2004-10-01;2001-12-01;,1,南开大学;;,F;F;F;,经济与管理;经济与管理;经济与管理;, 张仁德; 陈瑞华;,高峰,1200.0,1,1
高梦滔,5301.0,2006-12-01;,1,云南民族大学;;,F;F;,经济与管理;, 姚洋;,高梦滔,5301.0,1,1
高梦滔,1100.0,2004-07-01;2005-12-01;,2,北京大学;;北京师范大学;;,C;F;,经济与管理;经济与管理;, 姚洋; 姚洋;,高梦滔,1100.0,2,1
高阳,1200.0,2015-02-01;,1,南开大学;;,F;,经济与管理;,nan,高阳,1200.0,1,1
高阳,5301.0,2017-02-01;,1,云南财经大学;;,F;,经济与管理;, 田友春;,高阳,5301.0,1,1
魏巍贤,1100.0,2007-12-01;,1,对外经济贸易大学;;,F;F;,经济与管理;, 林伯强;,魏巍贤,1100.0,1,1
魏巍贤,3502.0,2006-04-01;,1,厦门大学;;,F;,经济与管理;,nan,魏巍贤,3502.0,1,1
黄勋敬,3201.0,2013-07-01;2012-09-01;2010-03-01;,1,南京大学;;,F;F;F;,经济与管理;经济与管理;经济与管理;, 赵曙明; 程秋虎; 赵曙明; 赵曙明;,黄勋敬,3201.0,1,1
黄勋敬,4401.0,2009-05-01;2007-01-01;,2,中山大学;;华南师范大学;;,F;F;F;,经济与管理;经济与管理;,nan 胡晔;,黄勋敬,4401.0,1,1
黄志刚,3501.0,2010-05-01;,1,福州大学;;,F;F;,经济与管理;, 陈晓杰;,黄志刚,3501.0,1,1
黄志刚,1100.0,2017-05-01;2011-03-01;2012-04-01;2010-07-01;2009-06-01;,2,中央财经大学;;北京大学;;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 许伟;nan,黄志刚,1100.0,1,1
黄枫,3100.0,2015-07-01;2012-12-01;2013-01-01;2017-02-01;,1,上海财经大学;;,F;F;R;F;F;C;,经济与管理;经济与管理;经济与管理;经济与管理;, 孙世龙; 吴纯杰; 吴纯杰; 傅伟;,黄枫,3100.0,3,1
黄枫,5101.0,2010-06-01;2009-12-01;,1,西南财经大学;;,F;F;,经济与管理;经济与管理;, 甘犁; 吴纯杰;,黄枫,5101.0,1,1
黄荣哲,4401.0,2008-12-01;,1,暨南大学;;,F;F;,经济与管理;, 何问陶; 农丽娜;,黄荣哲,4401.0,1,1
黄荣哲,4501.0,2013-05-01;,1,广西财经学院;;,F;F;F;,经济与管理;, 农丽娜;,黄荣哲,4501.0,1,1
黄飞鸣,3502.0,2009-12-01;,1,厦门大学;;,F;F;,经济与管理;,nan,黄飞鸣,3502.0,1,1
黄飞鸣,3601.0,2010-10-01;,1,江西财经大学;;,F;F;,经济与管理;,nan,黄飞鸣,3601.0,1,1
黎峰,1200.0,2015-08-01;,1,南开大学;;,F;F;F;,经济与管理;,nan,黎峰,1200.0,1,1
黎峰,3201.0,2017-09-01;,1,江苏省社会科学院;;,F;,经济与管理;,nan,黎峰,3201.0,1,1
黎德福,1200.0,2006-02-01;,1,南开大学;;,F;,经济与管理;, 黄玖立;,黎德福,1200.0,1,1
黎德福,3100.0,2013-04-01;2006-10-01;2007-08-01;,1,同济大学;;,F;F;F;F;,经济与管理;经济与管理;经济与管理;, 唐雪梅; 陈宗胜; 黄玖立;,黎德福,3100.0,1,1
龚关,1200.0,2007-12-01;,1,南开大学;;,F;F;,经济与管理;,nan,龚关,1200.0,1,1
龚关,3100.0,2013-04-01;,1,上海财经大学;;,F;F;,经济与管理;, 胡关亮;,龚关,3100.0,1,1
龚刚,1100.0,2007-04-01;2004-07-01;2003-04-01;2007-04-01;,1,清华大学;;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;, 林毅夫; Willi Semmler; 陈琳;,龚刚,1100.0,1,1
龚刚,1200.0,2012-09-01;2008-06-01;2008-10-01;2007-10-01;,1,南开大学;;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;, 高坚; 李炳念; 高坚; 何学中;,龚刚,1200.0,1,1
龚刚,5301.0,2016-06-01;2013-11-01;,1,云南财经大学;;,F;F;,经济与管理;经济与管理;, 徐文舸; 杨光; 高阳;,龚刚,5301.0,1,1
龚强,4201.0,2015-08-01;,1,中南财经政法大学;;,F;,经济与管理;, 雷丽衡; 袁燕;,龚强,4201.0,1,1
龚强,1100.0,2008-02-01;2011-01-01;2009-07-01;2010-02-01;2009-02-01;,1,北京大学;;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 徐朝阳; 张懿;,龚强,1100.0,1,1
龚强,5101.0,2014-04-01;2013-03-01;2012-06-01;2011-07-01;2014-02-01;2012-12-01;,1,西南财经大学;;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;, 张一林; 林毅夫; 张一林; 余建宇; 李涵; 张彤; 王俊; 贾珅; 成酩; 陈丰;,龚强,5101.0,1,1
龚锋,4201.0,2017-03-01;2015-08-01;,1,武汉大学;;,C;F;C;,经济与管理;经济与管理;, 李智; 雷欣; 余锦亮;,龚锋,4201.0,2,1
龚锋,4419.0,2016-01-01;,1,东莞理工学院;;,F;,经济与管理;, 曾爱玲;,龚锋,4419.0,1,1
