author_first,author_unit_first,unit_city_code,ym,coauthor,class_num,mag_classn,class_num_num,mag_classn_num,author_first.1,unit_city_code.1,city_unitn,city_units
何启志,南京大学;,3201.0,2011-07-01;, 范从来;,F;F;,经济与管理;,1,1,,,1,南京大学;
何启志,安徽财经大学;,3403.0,2017-05-01;, 姚梦雨;,F;,经济与管理;,1,1,,,1,安徽财经大学;
何德旭,中国社会科学院;,1100.0,2016-02-01;2006-09-01;2002-09-01;2017-08-01;2015-02-01;2013-10-01;2012-10-01;2011-04-01;2002-08-01;, 苗文龙; 姚战琪; 余升国; 蒋照辉; 周宇; 钟震; 娄峰; 吴伯磊;,F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1,,,1,中国社会科学院;
何德旭,山西财经大学;,1401.0,2010-04-01;, 常戈;,F;F;,经济与管理;,1,1,,,1,山西财经大学;
何德旭,湖北经济学院;,4201.0,2009-03-01;, 张雪兰;,F;,经济与管理;,1,1,,,1,湖北经济学院;
何自力,华南理工大学;,4401.0,2007-01-01;2006-01-01;,,F;F;F;,经济与管理;经济与管理;,1,1,,,1,华南理工大学;
何自力,南开大学;,1200.0,2009-08-01;2001-02-01;,,F;F;,经济与管理;经济与管理;,1,1,,,1,南开大学;
何诚颖,国信证券;,4403.0,2003-09-01;,,F;,经济与管理;,1,1,,,1,国信证券;
何诚颖,浙江财经大学;,3301.0,2013-10-01;, 刘林; 徐向阳; 王占海;,F;F;F;,经济与管理;,1,1,,,1,浙江财经大学;
何雄浪,宜宾学院;,5115.0,2007-07-01;2007-12-01;2006-06-01;, 李国平; 李国平; 杨继瑞;,F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,,,1,宜宾学院;
何青,中国人民大学;,1100.0,2015-12-01;2014-12-01;, 钱宗鑫; 郭俊杰; 杜巨澜; 薛畅;,F;F;F;,经济与管理;经济与管理;,1,1,,,1,中国人民大学;
何青,南开大学;,1200.0,2013-06-01;2008-12-01;, 李皓鹏; 王冲;,F;F;F;F;,经济与管理;经济与管理;,1,1,,,1,南开大学;
余翔,中国人民银行;,1100.0,2016-01-01;,,F;,经济与管理;,1,1,,,1,中国人民银行;
余翔,华中科技大学;,4201.0,2007-12-01;, 邱洪华;,F;,经济与管理;,1,1,,,1,华中科技大学;
俞乔,复旦大学;,3100.0,2001-04-01;2002-04-01;, 程滢; 陈剑波; 杨江; 张玮;,F;F;F;,经济与管理;经济与管理;,1,1,,,1,复旦大学;
俞乔,清华大学;,1100.0,2013-02-01;2009-06-01;, 刘家鹏; 赵昌文;,F;F;F;,经济与管理;经济与管理;,1,1,,,1,清华大学;
俞红海,上海财经大学;,3100.0,2010-08-01;, 徐龙炳; 陈百助;,F;F;,经济与管理;,1,1,,,1,上海财经大学;
俞红海,南京大学;,3201.0,2014-05-01;, 陆蓉; 徐龙炳;,F;F;,经济与管理;,1,1,,,1,南京大学;
倪馨,北京师范大学;,1100.0,2005-10-01;,,F;;,经济与管理;,2,1,,,1,北京师范大学;
倪馨,河北经贸大学;,1301.0,2002-11-01;, 李海燕;,F;,经济与管理;,1,1,,,1,河北经贸大学;
冯旭南,上海大学;,3100.0,2012-04-01;,,F;F;,经济与管理;,1,1,,,1,上海大学;
冯旭南,西南财经大学;,5101.0,2016-10-01;2014-04-01;,,F;F;F;,经济与管理;经济与管理;,1,1,,,1,西南财经大学;
刘冲,上海财经大学;,3100.0,2017-10-01;, 郭峰; 傅家范; 周强龙;,D;F;,经济与管理;,2,1,,,1,上海财经大学;
刘冲,北京大学;,1100.0,2013-02-01;, 厉行;,F;F;,经济与管理;,1,1,,,1,北京大学;
刘刚,中国人民大学;,1100.0,2016-08-01;, 王泽宇; 程熙鎔;,F;F;,经济与管理;,1,1,,,1,中国人民大学;
刘刚,南开大学;,1200.0,2003-10-01;2002-04-01;,,F;F;,经济与管理;经济与管理;,1,1,,,1,南开大学;
刘刚,广东财经大学;,4401.0,2017-08-01;2015-03-01;, 屈恒; 吴思虹; 卢燕峰;,F;F;F;F;F;,经济与管理;经济与管理;,1,1,,,1,广东财经大学;
刘力,北京大学;,1100.0,2002-08-01;, 俞竞;,F;,经济与管理;,1,1,,,1,北京大学;
刘力,广东外语外贸大学;,4401.0,2005-08-01;,,F;,经济与管理;,1,1,,,1,广东外语外贸大学;
刘勇,武汉大学;,4201.0,2012-12-01;, 白小滢; 邹薇;,F;F;,经济与管理;,1,1,,,1,武汉大学;
刘勇,江西财经大学;,3601.0,2001-03-01;,,F;,经济与管理;,1,1,,,1,江西财经大学;
刘啟仁,厦门大学;,3502.0,2015-12-01;, 黄建忠;,F;,经济与管理;,1,1,,,1,厦门大学;
刘啟仁,暨南大学;,4401.0,2016-12-01;, 黄建忠;,F;,经济与管理;,1,1,,,1,暨南大学;
刘喜和,上海大学;,3100.0,2017-06-01;, 周扬; 穆圆媛;,F;F;,经济与管理;,1,1,,,1,上海大学;
刘喜和,天津财经大学;,1200.0,2013-06-01;2008-08-01;,,F;F;F;F;F;,经济与管理;经济与管理;,1,1,,,1,天津财经大学;
刘德鹏,南京大学;,3201.0,2015-12-01;, 贾良定; 孙雀密; 蔡亚华; 杨椅伊;,C;,经济与管理;,1,1,,,1,南京大学;
刘德鹏,山东大学;,3701.0,2017-11-01;, 贾良定; 刘畅唱; 蔡亚华; 郑雅琴;,F;,经济与管理;,1,1,,,1,山东大学;
刘拥军,中国农业大学;,1100.0,2004-04-01;,,F;,经济与管理;,1,1,,,1,中国农业大学;
刘拥军,南开大学;,1200.0,2002-02-01;,,F;,经济与管理;,1,1,,,1,南开大学;
刘文革,哈尔滨商业大学;,2301.0,2005-07-01;2003-12-01;, 关立新; 张广中; 曲振涛;,F;F;,经济与管理;经济与管理;,1,1,,,1,哈尔滨商业大学;
刘文革,浙江工商大学;,3301.0,2016-11-01;2016-01-01;, 周方召; 肖园园; 谢杰; 孙瑾;,F;F;F;F;,经济与管理;经济与管理;,1,1,,,1,浙江工商大学;
刘斌,南开大学;,1200.0,2012-01-01;, 李磊;,F;F;F;,经济与管理;,1,1,,,1,南开大学;
刘晴,上海财经大学;,3100.0,2013-09-01;, 徐蕾;,F;F;,经济与管理;,1,1,,,1,上海财经大学;
刘晴,合肥工业大学;,3401.0,2017-05-01;, 程玲; 邵智; 陈清萍;,F;F;,经济与管理;,1,1,,,1,合肥工业大学;
刘洪军,南开大学;,1200.0,2002-10-01;,,F;,经济与管理;,1,1,,,1,南开大学;
刘洪军,哈尔滨商业大学;,2301.0,2004-04-01;,,F;,经济与管理;,1,1,,,1,哈尔滨商业大学;
刘瑞明,中国人民大学;,1100.0,2016-10-01;2017-03-01;, 赵仁杰; 段雨玮; 黄维乔;,G;F;D;F;,经济与管理;经济与管理;,3,1,,,1,中国人民大学;
刘瑞明,复旦大学;,3100.0,2010-01-01;2011-01-01;, 石磊;,F;F;F;F;F;,经济与管理;经济与管理;,1,1,,,1,复旦大学;
刘瑞明,西北大学;,6101.0,2015-08-01;2015-04-01;2011-12-01;2011-12-01;2007-10-01;, 赵仁杰; 石磊; 石磊; 白永秀;,F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1,,,1,西北大学;
刘瑶,东北财经大学;,2102.0,2012-10-01;, 孙浦阳;,F;F;F;,经济与管理;,1,1,,,1,东北财经大学;
刘瑶,南开大学;,1200.0,2011-03-01;,,F;F;,经济与管理;,1,1,,,1,南开大学;
刘畅,北京大学;,1100.0,2017-08-01;, 刘冲; 马光荣;,F;F;,经济与管理;,1,1,,,1,北京大学;
刘畅,南京农业大学;,3201.0,2017-07-01;, 易福金; 徐志刚;,C;,经济与管理;,1,1,,,1,南京农业大学;
刘胜会,中国人民银行;,1100.0,2011-10-01;,,F;,经济与管理;,1,1,,,1,中国人民银行;
刘胜会,南开大学;,1200.0,2006-06-01;,,F;,经济与管理;,1,1,,,1,南开大学;
刘阳,南京师范大学;,3201.0,2013-12-01;, 董俊杰;,F;,经济与管理;,1,1,,,1,南京师范大学;
刘阳,南开大学;,1200.0,2003-08-01;,,F;,经济与管理;,1,1,,,1,南开大学;
刘青,南开大学;,1200.0,2007-02-01;, 刘志远; 张健;,F;,经济与管理;,1,1,,,1,南开大学;
刘静,中国农业科学院;,1100.0,2008-01-01;, Ruth Meinzen-Dick; 钱克明; 张陆彪; 蒋藜;,F;,经济与管理;,1,1,,,1,中国农业科学院;
刘静,南开大学;,1200.0,2002-06-01;,,F;,经济与管理;,1,1,,,1,南开大学;
刘飞,中南财经政法大学;,4201.0,2013-02-01;,,F;F;F;,经济与管理;,1,1,,,1,中南财经政法大学;
卢晶亮,上海财经大学;,3100.0,2014-04-01;, 冯帅章; 艾春荣;,D;F;F;,经济与管理;,2,1,,,1,上海财经大学;
卢晶亮,暨南大学;,4401.0,2017-01-01;,,F;F;,经济与管理;,1,1,,,1,暨南大学;
叶光亮,中国人民大学;,1100.0,2011-12-01;, 邓国营; 黎志刚;,F;F;,经济与管理;,1,1,,,1,中国人民大学;
叶光亮,中山大学;,4401.0,2010-01-01;, 邓国营;,F;F;,经济与管理;,1,1,,,1,中山大学;
吴先明,南开大学;,1200.0,2002-08-01;,,F;,经济与管理;,1,1,,,1,南开大学;
吴先明,武汉大学;,4201.0,2017-10-01;, 张楠; 赵奇伟;,F;F;,经济与管理;,1,1,,,1,武汉大学;
吴志峰,北京大学;,1100.0,2005-06-01;,,F;,经济与管理;,1,1,,,1,北京大学;
吴志峰,招商银行;,4403.0,2006-05-01;,,F;F;,经济与管理;,1,1,,,1,招商银行;
吴联生,北京大学;,1100.0,2009-10-01;2007-08-01;2005-07-01;2004-03-01;2003-06-01;2002-04-01;, 王亚平; 王亚平;,F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,1,1,,,1,北京大学;
吴联生,厦门大学;,3502.0,2001-02-01;,,F;,经济与管理;,1,1,,,1,厦门大学;
周丹,北京农学院;,1100.0,2015-06-01;,,F;F;,经济与管理;,1,1,,,1,北京农学院;
周丹,浙江财经大学;,3301.0,2014-02-01;, 金雪军;,F;F;,经济与管理;,1,1,,,1,浙江财经大学;
周云波,中国特色社会主义经济建设协同创新中心;,1100.0,2015-12-01;, 陈岑; 田柳;,F;F;,经济与管理;,1,1,,,1,中国特色社会主义经济建设协同创新中心;
周云波,南开大学;,1200.0,2017-11-01;2009-07-01;2004-06-01;, 田柳; 陈岑;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,,,1,南开大学;
周冰,南开大学;,1200.0,2001-01-01;2008-04-01;2006-12-01;2004-10-01;, 郑志; 黄卫华; 商晨; 谭庆刚; 谭庆刚;,F;D;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,2,1,,,1,南开大学;
周冰,申银万国证券;,3100.0,2012-02-01;,,F;,经济与管理;,1,1,,,1,申银万国证券;
周密,南开大学;,1200.0,2017-02-01;2012-06-01;, 刘秉镰; 盛玉雪;,F;F;F;,经济与管理;经济与管理;,1,1,,,1,南开大学;
周密,河海大学;,3201.0,2006-09-01;, 张桂霞;,F;,经济与管理;,1,1,,,1,河海大学;
周建,上海财经大学;,3100.0,2013-02-01;2015-02-01;2009-01-01;2007-06-01;, 艾春荣; 王丹枫; 唐莹; 况明; 杨秀祯;,F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1,,,1,上海财经大学;
周建,清华大学;,1100.0,2002-04-01;,,F;,经济与管理;,1,1,,,1,清华大学;
周建波,上海财经大学;,3100.0,2003-05-01;, 孙菊生;,F;,经济与管理;,1,1,,,1,上海财经大学;
周建波,北京大学;,1100.0,2017-04-01;2013-10-01;, 张博; 周建涛; 张博; 周建涛;,F;F;K;,经济与管理;经济与管理;,2,1,,,1,北京大学;
周彬,工商银行;,1100.0,2001-02-01;,,F;,经济与管理;,1,1,,,1,工商银行;
周彬,浙江大学;,3301.0,2003-09-01;,,F;,经济与管理;,1,1,,,1,浙江大学;
周文,云南财经大学;,5301.0,2012-05-01;, 赵果庆;,F;F;,经济与管理;,1,1,,,1,云南财经大学;
周文,复旦大学;,3100.0,2017-06-01;2016-03-01;, 赵方; 杨飞; 李鲁;,D;F;F;F;,经济与管理;经济与管理;,2,1,,,1,复旦大学;
周炎,云南财经大学;,5301.0,2017-12-01;, 王如丰; 魏熙晔; 黄晶;,F;,经济与管理;,1,1,,,1,云南财经大学;
周炎,北京大学;,1100.0,2012-07-01;, 陈昆亭;,F;F;,经济与管理;,1,1,,,1,北京大学;
周炎,浙江工业大学;,3301.0,2016-01-01;, 黄晶; 魏熙晔; 陈昆亭;,F;,经济与管理;,1,1,,,1,浙江工业大学;
周燕,中山大学;,4401.0,2017-08-01;,,D;F;,经济与管理;,2,1,,,1,中山大学;
周燕,南开大学;,1200.0,2012-10-01;, 佟家栋;,F;F;,经济与管理;,1,1,,,1,南开大学;
周鹏,东北财经大学;,2102.0,2014-12-01;2004-10-01;2002-06-01;, 燕浩珍; 张思杰; 张宏志;,F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,,,1,东北财经大学;
周鹏,中国银行;,1100.0,2001-09-01;,,F;,经济与管理;,1,1,,,1,中国银行;
唐庆春,中国民生银行;,1100.0,2001-06-01;,,F;,经济与管理;,1,1,,,1,中国民生银行;
唐庆春,南开大学;,1200.0,2001-12-01;, 庞继英;,F;,经济与管理;,1,1,,,1,南开大学;
唐跃军,南开大学;,1200.0,2006-02-01;, 谢仍明;,F;,经济与管理;,1,1,,,1,南开大学;
唐跃军,复旦大学;,3100.0,2014-02-01;2010-01-01;2008-01-01;2009-02-01;2007-12-01;, 左晶晶; 李汇东; 宋渊洋; 吕斐适; 程新生; 赵武阳;,D;F;F;F;F;D;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1,,,1,复旦大学;
姚勇,中国人民大学;,1100.0,2005-04-01;, 董利;,F;,经济与管理;,1,1,,,1,中国人民大学;
姚勇,南开大学;,1200.0,2003-04-01;, 罗娅;,F;,经济与管理;,1,1,,,1,南开大学;
姚树洁,西安交通大学;,6101.0,2005-07-01;, 冯根福; 韩钟伟;,F;,经济与管理;,1,1,,,1,西安交通大学;
姚树洁,重庆大学;,5000.0,2017-05-01;2015-12-01;2014-11-01;, 冯根福; 王攀; 欧璄华;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,,,1,重庆大学;
姚洪心,东华大学;,3100.0,2012-07-01;, 海闻;,F;F;F;,经济与管理;,1,1,,,1,东华大学;
姚洪心,西南交通大学;,5101.0,2005-08-01;, 刘存绪; 武振业;,F;,经济与管理;,1,1,,,1,西南交通大学;
孙军,南京大学;,3201.0,2008-10-01;,,F;F;F;,经济与管理;,1,1,,,1,南京大学;
孙军,淮海工学院;,3207.0,2016-05-01;, 高彦彦;,F;,经济与管理;,1,1,,,1,淮海工学院;
孙凤,南开大学;,1200.0,2001-02-01;,,F;,经济与管理;,1,1,,,1,南开大学;
孙凤,清华大学;,1100.0,2002-04-01;,,F;,经济与管理;,1,1,,,1,清华大学;
孙君阳,中央财经大学;,1100.0,2011-08-01;, 徐娜;,F;F;,经济与管理;,1,1,,,1,中央财经大学;
孙君阳,山东大学;,3701.0,2008-09-01;, 殷世波;,F;,经济与管理;,1,1,,,1,山东大学;
孙天琦,山东大学;,3701.0,2004-08-01;,,F;,经济与管理;,1,1,,,1,山东大学;
孙天琦,西安交通大学;,6101.0,2001-10-01;,,F;,经济与管理;,1,1,,,1,西安交通大学;
孙楚仁,上海对外经贸大学;,3100.0,2014-10-01;, 王松; 赵瑞丽;,F;,经济与管理;,1,1,,,1,上海对外经贸大学;
孙楚仁,西南财经大学;,5101.0,2017-06-01;, 凌海涛; 陈瑾;,F;F;F;,经济与管理;,1,1,,,1,西南财经大学;
孙涛,中国人民银行;,1100.0,2007-07-01;, 张晓晶;,F;,经济与管理;,1,1,,,1,中国人民银行;
孙涛,山东大学;,3701.0,2010-12-01;, 黄少安;,F;F;,经济与管理;,1,1,,,1,山东大学;
孙红梅,上海师范大学;,3100.0,2013-07-01;, 王雪;,F;F;F;,经济与管理;,1,1,,,1,上海师范大学;
孙红梅,重庆大学;,5000.0,2017-05-01;, 宋宗宇;,F;,经济与管理;,1,1,,,1,重庆大学;
孙茂辉,上海师范大学;,3100.0,2006-11-01;,,F;,经济与管理;,1,1,,,1,上海师范大学;
孙茂辉,中山大学;,4401.0,2001-08-01;,,F;,经济与管理;,1,1,,,1,中山大学;
孟庆斌,中国人民大学;,1100.0,2015-03-01;2017-12-01;, 吴卫星; 于上尧; 杨俊华; 鲁冰;,F;F;F;,经济与管理;经济与管理;,1,1,,,1,中国人民大学;
孟庆斌,南开大学;,1200.0,2008-08-01;, 周爱民; 靳晓婷;,F;F;,经济与管理;,1,1,,,1,南开大学;
宋凌云,中山大学;,4401.0,2012-10-01;, 王贤彬; 徐现祥;,F;F;,经济与管理;,1,1,,,1,中山大学;
宋凌云,广西师范大学;,4503.0,2016-12-01;, 王贤彬;,F;,经济与管理;,1,1,,,1,广西师范大学;
尹振东,中央财经大学;,1100.0,2016-04-01;, 汤玉刚;,F;,经济与管理;,1,1,,,1,中央财经大学;
尹振东,山东大学;,3701.0,2011-04-01;,,D;,经济与管理;,1,1,,,1,山东大学;
巫强,南京大学;,3201.0,2009-06-01;, 刘志彪;,F;F;,经济与管理;,1,1,,,1,南京大学;
巫强,对外经济贸易大学;,1100.0,2017-08-01;, 周波;,F;,经济与管理;,1,1,,,1,对外经济贸易大学;
巴曙松,中国科学技术大学;,3401.0,2009-06-01;, 严敏;,F;F;F;,经济与管理;,1,1,,,1,中国科学技术大学;
巴曙松,国务院;,1100.0,2012-06-01;, 韦勇凤; 孙兴亮;,F;,经济与管理;,1,1,,,1,国务院;
张东刚,中国社会历史研究中心;,1100.0,2002-12-01;,,F;,经济与管理;,1,1,,,1,中国社会历史研究中心;
张东刚,南开大学;,1200.0,2001-06-01;,,F;,经济与管理;,1,1,,,1,南开大学;
张云,中国农业银行;,1100.0,2015-07-01;,,F;F;,经济与管理;,1,1,,,1,中国农业银行;
张云,南开大学;,1200.0,2017-10-01;, 刘帅光; 李双建;,F;F;,经济与管理;,1,1,,,1,南开大学;
张伟,中国人民银行;,1100.0,2004-07-01;,,F;,经济与管理;,1,1,,,1,中国人民银行;
张伟,南京航空航天大学;,3201.0,2016-12-01;, 朱启贵; 高辉;,F;F;F;,经济与管理;,1,1,,,1,南京航空航天大学;
张伟,山东大学;,3701.0,2017-03-01;, 于良春;,F;,经济与管理;,1,1,,,1,山东大学;
张兵,南开大学;,1200.0,2011-09-01;2015-06-01;2012-08-01;, 李翠莲;,F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,,,1,南开大学;
张勇,东北财经大学;,2102.0,2017-04-01;,,F;F;F;,经济与管理;,1,1,,,1,东北财经大学;
张勇,华南师范大学;,4401.0,2008-02-01;,,F;F;,经济与管理;,1,1,,,1,华南师范大学;
张勇,南京师范大学;,3201.0,2015-07-01;,,F;,经济与管理;,1,1,,,1,南京师范大学;
张卫平,北京大学;,1100.0,2007-07-01;,,F;F;,经济与管理;,1,1,,,1,北京大学;
张卫平,复旦大学;,3100.0,2012-04-01;, 李天栋;,F;F;,经济与管理;,1,1,,,1,复旦大学;
张同龙,华南农业大学;,4401.0,2017-01-01;, 张林秀;,D;,经济与管理;,1,1,,,1,华南农业大学;
张同龙,天津师范大学;,1200.0,2008-01-01;,,F;,经济与管理;,1,1,,,1,天津师范大学;
张宁,中山大学;,4401.0,2005-06-01;,,F;F;,经济与管理;,1,1,,,1,中山大学;
张宁,清华大学;,1100.0,2006-07-01;, 胡鞍钢; 郑京海;,F;,经济与管理;,1,1,,,1,清华大学;
张宇,中国人民大学;,1100.0,2017-05-01;2016-06-01;,,F;F;F;,经济与管理;经济与管理;,1,1,,,1,中国人民大学;
张宇,南开大学;,1200.0,2014-04-01;2010-07-01;2013-06-01;, 蒋殿春;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,,,1,南开大学;
张峰,中国特色社会主义经济建设协同创新中心;,1100.0,2017-04-01;, 黄玖立; 禹航;,D;,经济与管理;,1,1,,,1,中国特色社会主义经济建设协同创新中心;
张峰,南开大学;,1200.0,2016-02-01;, 黄玖立; 王睿;,F;D;,经济与管理;,2,1,,,1,南开大学;
张平,中国社会科学院;,1100.0,2016-08-01;2006-02-01;, 郭冠清;,F;F;,经济与管理;经济与管理;,1,1,,,1,中国社会科学院;
张平,复旦大学;,3100.0,2016-12-01;2012-01-01;, 侯一麟; 赵国昌; 罗知;,F;F;D;F;F;,经济与管理;经济与管理;,2,1,,,1,复旦大学;
张庆君,中国社会科学院;,1100.0,2013-06-01;, 何德旭;,F;F;,经济与管理;,1,1,,,1,中国社会科学院;
张庆君,天津财经大学;,1200.0,2017-07-01;, 刘靖;,F;F;,经济与管理;,1,1,,,1,天津财经大学;
张建军,中国人民银行;,1100.0,2001-09-01;,,F;,经济与管理;,1,1,,,1,中国人民银行;
张建军,华中科技大学;,4201.0,2017-03-01;,,D;,经济与管理;,1,1,,,1,华中科技大学;
张强,云南财经大学;,5301.0,2015-10-01;, 李颖异;,F;,经济与管理;,1,1,,,1,云南财经大学;
张强,湖南大学;,4301.0,2010-04-01;2005-09-01;2002-05-01;, 武次冰; 刘彦; 付强;,F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,,,1,湖南大学;
张惠,华南师范大学;,4401.0,2015-06-01;,,D;,经济与管理;,1,1,,,1,华南师范大学;
张惠,南京财经大学;,3201.0,2010-12-01;, 陆岷峰;,F;,经济与管理;,1,1,,,1,南京财经大学;
张晏,北京大学;,1100.0,2004-07-01;, 龚六堂;,F;,经济与管理;,1,1,,,1,北京大学;
张晏,复旦大学;,3100.0,2005-10-01;, 龚六堂;,F;F;,经济与管理;,1,1,,,1,复旦大学;
张杰,中国人民大学;,1100.0,2015-10-01;2016-05-01;2017-03-01;2016-01-01;2014-10-01;2013-10-01;2011-03-01;2011-08-01;2010-08-01;2006-06-01;2004-06-01;2003-01-01;2017-08-01;2017-02-01;2015-12-01;2013-12-01;2013-04-01;2011-04-01;2011-12-01;2010-10-01;2017-02-01;2016-04-01;2015-04-01;2011-01-01;2010-07-01;2017-10-01;, 陈志远; 杨连星; 新夫; 杨连星; 新夫; 郑文平; 郑文平; 翟福昕; 陈志远; 刘元春; 周晓艳; 李勇; 张培丽; 黄泰岩; 郑文平; 翟福昕; 郑文平; 陈志远; 李克; 刘志彪; 李勇; 刘志彪; 郑文平; 新夫;,F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;B;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;经济与管理;,2,1,,,1,中国人民大学;
张杰,南京大学;,3201.0,2007-06-01;, 张少军; 刘志彪;,F;,经济与管理;,1,1,,,1,南京大学;
张杰,西安交通大学;,6101.0,2001-03-01;,,F;,经济与管理;,1,1,,,1,西安交通大学;
张波,上海财经大学;,3100.0,2011-11-01;,,D;F;,经济与管理;,2,1,,,1,上海财经大学;
张波,南开大学;,1200.0,2002-02-01;,,F;,经济与管理;,1,1,,,1,南开大学;
张波,招商银行;,4403.0,2008-05-01;,,F;,经济与管理;,1,1,,,1,招商银行;
张海洋,对外经济贸易大学;,1100.0,2016-10-01;,,F;F;,经济与管理;,1,1,,,1,对外经济贸易大学;
张琦,中南财经政法大学;,4201.0,2015-06-01;2016-05-01;, 吕敏康; 步丹璐; 郁智;,F;F;F;,经济与管理;经济与管理;,1,1,,,1,中南财经政法大学;
张琦,南开大学;,1200.0,2003-12-01;,,F;,经济与管理;,1,1,,,1,南开大学;
张红,北京大学;,1100.0,2016-04-01;2016-04-01;, 周黎安; 梁建章; 周黎安; 徐晋涛; 赵锦勇;,F;F;,经济与管理;经济与管理;,1,1,,,1,北京大学;
张红,暨南大学;,4401.0,2017-12-01;, 周黎安; 梁建章;,F;,经济与管理;,1,1,,,1,暨南大学;
张羽,东北财经大学;,2102.0,2005-05-01;, 李黎;,F;,经济与管理;,1,1,,,1,东北财经大学;
张羽,中国人民银行;,1100.0,2010-08-01;, 李黎;,F;,经济与管理;,1,1,,,1,中国人民银行;
张超,上海交通大学;,3100.0,2005-10-01;, 顾锋;,F;,经济与管理;,1,1,,,1,上海交通大学;
张超,南开大学;,1200.0,2007-12-01;,,F;,经济与管理;,1,1,,,1,南开大学;
张辉,北京大学;,1100.0,2014-11-01;,,F;,经济与管理;,1,1,,,1,北京大学;
张辉,南开大学;,1200.0,2016-12-01;, 刘鹏; 于涛; 安虎森; 戚安邦;,F;F;,经济与管理;,1,1,,,1,南开大学;
彭恒文,中国人民银行;,1100.0,2009-12-01;, 石磊;,F;,经济与管理;,1,1,,,1,中国人民银行;
彭恒文,复旦大学;,3100.0,2008-04-01;, 石磊;,C;,经济与管理;,1,1,,,1,复旦大学;
彭江波,中国人民银行;,1100.0,2002-12-01;,,F;,经济与管理;,1,1,,,1,中国人民银行;
彭江波,西南财经大学;,5101.0,2010-09-01;, 郭琪;,X;,经济与管理;,1,1,,,1,西南财经大学;
徐枫,中国社会科学院;,1100.0,2016-04-01;2014-12-01;,,F;F;F;,经济与管理;经济与管理;,1,1,,,1,中国社会科学院;
徐枫,华南理工大学;,4401.0,2004-09-01;,,F;,经济与管理;,1,1,,,1,华南理工大学;
徐琰超,云南大学;,5301.0,2016-08-01;2014-04-01;, 柳荻; 杨龙见; 杨龙见;,F;F;F;,经济与管理;经济与管理;,1,1,,,1,云南大学;
徐琰超,北京师范大学;,1100.0,2010-04-01;, 沈拓彬; 尹恒;,F;F;F;,经济与管理;,1,1,,,1,北京师范大学;
戈建国,上海财经大学;,3100.0,2007-11-01;,,F;,经济与管理;,1,1,,,1,上海财经大学;
戈建国,中国人民银行;,1100.0,2011-10-01;, 周继忠;,F;F;,经济与管理;,1,1,,,1,中国人民银行;
戴翔,南京审计大学;,3201.0,2016-09-01;2016-12-01;2016-09-01;, 郑岚; 张为付; 刘梦; 任志成;,F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;,1,1,,,1,南京审计大学;
戴翔,安徽财经大学;,3403.0,2014-07-01;2013-07-01;2013-04-01;2011-06-01;, 金碚; 张雨;,F;F;F;F;F;F;F;F;F;,经济与管理;经济与管理;经济与管理;经济与管理;,1,1,,,1,安徽财经大学;
方红生,上海财经大学;,3100.0,2002-08-01;,,F;,经济与管理;,1,1,,,1,上海财经大学;
方红生,浙江大学;,3301.0,2013-03-01;, 张军;,F;,经济与管理;,1,1,,,1,浙江大学;
易先忠,南京审计大学;,3201.0,2017-07-01;, 包群; 高凌云; 张亚斌;,F;F;,经济与管理;,1,1,,,1,南京审计大学;
易先忠,湖南商学院;,4301.0,2014-06-01;, 欧阳峣; 傅晓岚;,F;,经济与管理;,1,1,,,1,湖南商学院;
曲振涛,北京大学;,1100.0,2002-07-01;, 刘文革;,F;,经济与管理;,1,1,,,1,北京大学;
曲振涛,哈尔滨商业大学;,2301.0,2005-09-01;,,F;,经济与管理;,1,1,,,1,哈尔滨商业大学;
曹春方,中山大学;,4401.0,2017-12-01;, 张婷婷; 范子英;,F;,经济与管理;,1,1,,,1,中山大学;
